id,price,currency,rooms,area,location,city
6443973,83000,AZN,2,60.0,Masazır,Bakı
6318715,253708,AZN,1,53.3,Nardaran,Bakı
5932448,240000,AZN,4,160.0,Şüvəlan,Bakı
6472237,98000,AZN,3,60.0,Hövsan,Bakı
6167174,199999,AZN,5,150.0,Buzovna,Bakı
5932357,225000,AZN,4,150.0,Mərdəkan,Bakı
6471991,159000,AZN,4,130.0,Buzovna,Bakı
6426543,685000,AZN,4,240.0,Nərimanov,Bakı
6220831,306694,AZN,2,59.2,Nardaran,Bakı
6386319,195000,AZN,6,210.0,Hövsan,Bakı
6463560,170000,AZN,4,200.0,Yeni Suraxanı,Bakı
5940513,420000,AZN,5,250.0,Şüvəlan,Bakı
6455968,229000,AZN,2,68.7,8 Noyabr,Bakı
6468135,137000,AZN,3,74.0,Yasamal,Bakı
6463573,225000,AZN,4,135.0,Şüvəlan,Bakı
6288431,625000,AZN,9,420.0,Badamdar,Bakı
6223002,185000,AZN,4,130.0,Şüvəlan,Bakı
6475210,290000,AZN,3,160.0,20 Yanvar,Bakı
6350667,25,AZN,3,60.0,Masazır,Bakı
6387334,275000,AZN,3,145.0,Xətai,Bakı
6155738,85000,AZN,4,100.0,Masazır,Bakı
6456913,120000,AZN,1,40.0,8 Noyabr,Bakı
6480284,420000,AZN,3,139.0,Neftçilər,Bakı
5476252,500,AZN,6,700.0,Nardaran,Bakı
5843866,79500,AZN,3,82.0,Masazır,Bakı
6433805,239275,AZN,1,56.3,Nardaran,Bakı
6467910,87000,AZN,2,44.0,Masazır,Bakı
5744985,435000,AZN,,135.0,Yasamal,Bakı
5744959,112000,AZN,3,100.0,Mərdəkan,Bakı
5504121,479842,AZN,2,128.3,Sea Breeze,Bakı
4466583,75360,AZN,1,47.1,,Sumqayıt
6004813,10000,AZN,9,700.0,Buzovna,Bakı
6447598,248000,AZN,3,67.0,Gənclik,Bakı
5504251,603514,AZN,2,110.9,Sea Breeze,Bakı
6463593,132000,AZN,3,240.0,Bakıxanov,Bakı
6453148,199000,AZN,2,59.0,20 Yanvar,Bakı
6408985,580000,AZN,6,380.0,Mərdəkan,Bakı
6392645,217056,AZN,1,53.2,Nardaran,Bakı
6131808,575000,AZN,3,127.0,Nəsimi,Bakı
6362479,145000,AZN,6,250.0,Binə,Bakı
6475303,327000,AZN,3,126.0,Koroğlu,Bakı
6459342,234000,AZN,3,63.0,İnşaatçılar,Bakı
6452347,248000,AZN,4,145.0,Mərdəkan,Bakı
5706748,1350,AZN,3,135.0,Şah İsmayıl Xətai,Bakı
6406956,168000,AZN,3,75.0,7-ci mikrorayon,Bakı
6170668,650000,AZN,4,200.0,Şağan,Bakı
6461978,1300000,AZN,7,300.0,Badamdar,Bakı
6438220,245000,AZN,3,82.0,Nəriman Nərimanov,Bakı
6462527,160000,AZN,3,60.0,Dübəndi,Bakı
6405089,257312,AZN,1,68.8,Nardaran,Bakı
6433060,285000,AZN,2,65.0,Şah İsmayıl Xətai,Bakı
6476571,68000,AZN,2,37.0,Masazır,Bakı
6421877,405000,AZN,,1200.0,Nabran,Xaçmaz
6363733,180000,AZN,2,56.9,20 Yanvar,Bakı
6425031,188000,AZN,2,45.0,Elmlər Akademiyası,Bakı
6087010,1600000,AZN,,136.0,28 May,Bakı
6314560,358070,AZN,3,99.4,Nardaran,Bakı
6208640,275000,AZN,5,250.0,Binə,Bakı
6400890,299000,AZN,3,72.0,Bakmil,Bakı
6463479,595000,AZN,5,150.0,Şağan,Bakı
6370503,100000,AZN,2,35.0,İçəri Şəhər,Bakı
6371352,227000,AZN,2,54.0,İçəri Şəhər,Bakı
5785201,380000,AZN,4,130.0,Mərdəkan,Bakı
6244815,1799,AZN,5,220.0,Elmlər Akademiyası,Bakı
6354511,2000,AZN,4,210.0,Elmlər Akademiyası,Bakı
6459528,285000,AZN,2,65.0,Şah İsmayıl Xətai,Bakı
6443749,58000,AZN,,2.0,Mərdəkan,Bakı
6380228,139000,AZN,2,57.0,İnşaatçılar,Bakı
6474484,210000,AZN,2,85.0,Badamdar,Bakı
6371259,370000,AZN,3,141.0,Memar Əcəmi,Bakı
6469197,580000,AZN,7,315.0,Şüvəlan,Bakı
6451843,164000,AZN,2,65.0,Əhmədli,Bakı
6255499,187000,AZN,1,40.7,Nardaran,Bakı
5810128,2800,AZN,4,200.0,28 May,Bakı
6255467,201042,AZN,1,43.8,Nardaran,Bakı
5403613,1500,AZN,3,100.0,Nardaran,Bakı
6463426,390000,AZN,4,160.0,Şüvəlan,Bakı
6439288,540,AZN,2,45.0,Bakıxanov,Bakı
6412535,1700000,AZN,10,750.0,Əhmədli,Bakı
6411802,129900,AZN,3,78.0,,Xırdalan
6299418,175950,AZN,1,45.0,Nardaran,Bakı
5474820,395000,AZN,3,100.0,Sea Breeze,Bakı
6457797,239000,AZN,3,72.0,İnşaatçılar,Bakı
5906159,75900,AZN,3,109.6,Görədil,Bakı
6219935,168300,AZN,1,36.0,Nardaran,Bakı
6468037,1041000,AZN,4,127.0,Ağ şəhər,Bakı
6466453,360000,AZN,6,350.0,Buzovna,Bakı
6219759,563465,AZN,3,94.7,Nardaran,Bakı
6429468,270000,AZN,3,83.0,Yasamal,Bakı
6256368,130000,AZN,3,90.0,Abşeron,Xırdalan
6267893,220000,AZN,2,80.0,Azadlıq Prospekti,Bakı
5673384,260000,AZN,2,65.0,8 Noyabr,Bakı
6209540,266000,AZN,3,110.0,Həzi Aslanov,Bakı
6403078,278000,AZN,3,93.0,20 Yanvar,Bakı
6297172,355501,AZN,1,46.8,Nardaran,Bakı
6432232,850000,AZN,6,430.0,Əhmədli,Bakı
6303152,595000,AZN,4,200.0,Şüvəlan,Bakı
6437281,187500,AZN,2,74.4,Bakıxanov,Bakı
5625392,289000,AZN,2,73.0,Koroğlu,Bakı
6465044,120000,AZN,4,100.0,Biləcəri,Bakı
6455685,289000,AZN,3,100.0,20 Yanvar,Bakı
6457741,40000,AZN,,25.0,Ağ şəhər,Bakı
4466805,152480,AZN,3,95.3,,Sumqayıt
6477109,187000,AZN,2,80.0,Xalqlar Dostluğu,Bakı
6351003,278000,AZN,2,90.0,Nəriman Nərimanov,Bakı
6199408,2300,AZN,3,130.0,Ağ şəhər,Bakı
6473009,244000,AZN,3,85.0,Qara Qarayev,Bakı
5094049,2500,AZN,,450.0,,Gəncə
6078698,472464,AZN,3,77.2,,Qusar
6451891,142000,AZN,3,60.0,Memar Əcəmi,Bakı
6466097,1699000,AZN,4,190.0,Nəsimi,Bakı
6181526,899000,AZN,6,305.0,Bilgəh,Bakı
5624562,900000,AZN,6,320.0,Bilgəh,Bakı
6207270,145900,AZN,6,230.0,Mehdiabad,Bakı
5624579,1400000,AZN,6,450.0,Bilgəh,Bakı
6181468,1500000,AZN,6,460.0,Bilgəh,Bakı
6033953,260100,AZN,2,61.2,Nardaran,Bakı
5624630,1400000,AZN,6,460.0,Bilgəh,Bakı
4371459,149000,AZN,,100.0,Binəqədi,Bakı
5863255,225267,AZN,2,63.1,Nardaran,Bakı
6469278,560000,AZN,3,113.5,Nardaran,Bakı
6457718,1200000,AZN,4,210.0,Nəsimi,Bakı
6311598,880000,AZN,,779.0,Həzi Aslanov,Bakı
6469298,493000,AZN,3,100.0,Nardaran,Bakı
4654783,55,AZN,2,60.0,7-ci mikrorayon,Bakı
6449243,135000,AZN,2,56.0,Sahil,Bakı
5971916,214540,AZN,1,63.1,Nardaran,Bakı
6460423,280000,AZN,3,70.0,Yasamal,Bakı
6423810,125500,AZN,2,45.0,Köhnə Günəşli,Bakı
6312707,4860,AZN,,1080.0,Binəqədi,Bakı
6410609,9000,AZN,,2727.0,Binəqədi,Bakı
6425959,26500,AZN,,4.4,Türkan,Bakı
6475044,450000,AZN,2,93.0,Nardaran,Bakı
6450120,280000,AZN,,8.5,Şıxov,Bakı
6400367,230000,AZN,5,200.0,Lökbatan,Bakı
6477114,170,AZN,3,120.0,28 May,Bakı
6423662,850,AZN,3,52.0,Koroğlu,Bakı
6473038,429000,AZN,3,145.0,28 May,Bakı
6454889,1800,AZN,,64.0,Nizami,Bakı
6413533,650000,AZN,4,180.0,28 May,Bakı
6455649,245000,AZN,,7.0,,Sumqayıt
6043168,519999,AZN,4,185.0,Azadlıq Prospekti,Bakı
6329798,147000,AZN,2,55.0,Neftçilər,Bakı
6228777,857000,AZN,4,230.0,28 May,Bakı
6433823,495482,AZN,2,112.1,Nardaran,Bakı
6469094,1110000,AZN,,483.4,,Gəncə
5565231,1165,AZN,4,207.0,Koroğlu,Bakı
5832183,359000,AZN,3,129.0,Şah İsmayıl Xətai,Bakı
5863093,159222,AZN,1,44.6,Nardaran,Bakı
6474977,157000,AZN,2,60.0,Həzi Aslanov,Bakı
5142087,161000,AZN,2,82.1,Həzi Aslanov,Bakı
4693067,830000,AZN,5,460.0,Mərdəkan,Bakı
6139687,140000,AZN,2,70.0,Əhmədli,Bakı
5535042,17000,AZN,,900.0,Ağ şəhər,Bakı
5954144,823000,AZN,4,185.0,Ağ şəhər,Bakı
5957667,6600,AZN,,165.0,Ağ şəhər,Bakı
5957587,10800,AZN,,270.0,Ağ şəhər,Bakı
5957871,7600,AZN,,250.0,Ağ şəhər,Bakı
4966002,287375,AZN,3,114.9,Dərnəgül,Bakı
4965055,299950,AZN,3,119.9,Dərnəgül,Bakı
4966017,296693,AZN,3,116.3,Dərnəgül,Bakı
6446125,225000,AZN,2,76.0,7-ci mikrorayon,Bakı
6472060,920000,AZN,4,161.0,Ağ şəhər,Bakı
5675953,621894,AZN,1,54.6,Nardaran,Bakı
6408174,305000,AZN,3,87.0,Qara Qarayev,Bakı
4967105,177165,AZN,1,57.2,Dərnəgül,Bakı
6469084,329000,AZN,4,169.0,Neftçilər,Bakı
6211174,1500,AZN,2,96.0,Ağ şəhər,Bakı
6197247,650000,AZN,3,133.0,28 May,Bakı
6077009,230000,AZN,3,115.0,,Xırdalan
5379407,700,AZN,,32.0,Nərimanov,Bakı
5660036,186783,AZN,1,45.8,Nardaran,Bakı
6247550,170,AZN,7,220.0,,Qəbələ
6447167,420000,AZN,3,103.0,8 Noyabr,Bakı
6463063,3400000,AZN,10,800.0,Bilgəh,Bakı
6479821,425000,AZN,2,105.0,Gənclik,Bakı
6472029,165000,AZN,2,71.4,Əmircan,Bakı
6371437,820000,AZN,,450.0,,Quba
6396102,226000,AZN,2,92.0,Neftçilər,Bakı
6310625,330000,AZN,3,125.0,Qara Qarayev,Bakı
6466226,158000,AZN,3,65.0,Memar Əcəmi,Bakı
6447796,110000,AZN,1,38.0,Memar Əcəmi,Bakı
6422687,430000,AZN,3,108.0,28 May,Bakı
6439523,189000,AZN,3,75.0,Memar Əcəmi,Bakı
6399720,194500,AZN,2,60.0,Memar Əcəmi,Bakı
5465343,305000,AZN,3,110.0,Əhmədli,Bakı
6469124,350000,AZN,3,107.0,Nərimanov,Bakı
6120458,360000,AZN,,3.0,Nəsimi,Bakı
6399777,240000,AZN,3,75.0,Memar Əcəmi,Bakı
6101209,460000,AZN,,18.5,Mərdəkan,Bakı
6106671,140000,AZN,,9.0,Görədil,Bakı
6101758,272000,AZN,,18.0,Novxanı,Bakı
6313135,765000,AZN,7,250.0,Nizami,Bakı
6116463,5000,AZN,7,500.0,Nizami,Bakı
5640831,245795,AZN,1,56.7,Nardaran,Bakı
6414185,750000,AZN,7,800.0,Elmlər Akademiyası,Bakı
6390519,264000,AZN,3,96.0,Nəriman Nərimanov,Bakı
6424200,5200,AZN,,12.0,Nardaran,Bakı
6218763,5500,AZN,9,300.0,İnşaatçılar,Bakı
5444086,254060,AZN,1,50.7,Sea Breeze,Bakı
5759449,101625,AZN,2,81.3,,Lənkəran
5750385,79750,AZN,1,63.8,,Lənkəran
5776148,97500,AZN,2,78.0,,Lənkəran
6220239,10500,AZN,,1000.0,Masazır,Bakı
5769521,93750,AZN,2,75.0,,Lənkəran
5776143,76250,AZN,1,61.0,,Lənkəran
5757534,67125,AZN,1,53.74,,Lənkəran
6477012,4000,AZN,5,160.0,Sahil,Bakı
5769530,62125,AZN,1,49.7,,Lənkəran
5783827,70375,AZN,1,56.3,,Lənkəran
6120103,365000,AZN,2,128.0,Nərimanov,Bakı
5769541,150975,AZN,3,120.78,,Lənkəran
6427377,250,AZN,3,100.0,Novxanı,Bakı
6098513,255000,AZN,2,91.9,Abşeron,Bakı
6206411,195000,AZN,1,57.4,Nardaran,Bakı
6454711,1300000,AZN,,510.0,Qaraçuxur,Bakı
6350458,299000,AZN,12,500.0,Mehdiabad,Bakı
4897668,990000,AZN,12,500.0,Sahil,Bakı
6350186,420000,AZN,,110.0,Memar Əcəmi,Bakı
6474882,265000,AZN,2,75.0,İnşaatçılar,Bakı
6424178,226623,AZN,1,38.6,Nardaran,Bakı
6433621,255000,AZN,3,115.0,Avtovağzal,Bakı
5443908,301682,AZN,2,93.4,Sea Breeze,Bakı
6446209,268000,AZN,2,66.0,Gənclik,Bakı
6460216,130000,AZN,4,130.0,Xocəsən,Bakı
6418785,2500000,AZN,,2282.0,Masazır,Bakı
5536176,85000,AZN,,61.0,,Sumqayıt
6345354,250,AZN,5,250.0,Novxanı,Bakı
6461607,145000,AZN,2,48.0,Xətai,Bakı
6457553,285000,AZN,3,105.0,Memar Əcəmi,Bakı
5968927,3500,AZN,6,250.0,Elmlər Akademiyası,Bakı
6125777,325000,AZN,3,133.0,Sabunçu,Bakı
6392288,155000,AZN,2,50.0,Həzi Aslanov,Bakı
5673636,2349750,AZN,,313.3,Şah İsmayıl Xətai,Bakı
5440890,2987250,AZN,,398.3,Şah İsmayıl Xətai,Bakı
6315115,167000,AZN,2,60.0,Yasamal,Bakı
5711182,40,AZN,1,50.0,Nərimanov,Bakı
6340404,84000,AZN,,18.0,,Qusar
6389702,380000,AZN,4,200.0,Nardaran,Bakı
6220558,148000,AZN,5,140.0,Binə,Bakı
6408549,280000,AZN,2,65.0,Şah İsmayıl Xətai,Bakı
6078710,279557,AZN,1,57.7,Nardaran,Bakı
6465086,163000,AZN,2,70.0,İnşaatçılar,Bakı
5516678,259080,AZN,1,50.8,Sea Breeze,Bakı
6448725,12000,AZN,,1500.0,,Mingəçevir
6238408,850000,AZN,4,214.0,Ağ şəhər,Bakı
6236862,2248,AZN,3,165.0,28 May,Bakı
5793923,420000,AZN,,265.0,Nəsimi,Bakı
6452746,355000,AZN,3,120.0,İnşaatçılar,Bakı
5514359,496407,AZN,2,78.9,Sea Breeze,Bakı
6474757,550000,AZN,3,175.0,Nizami,Bakı
6294298,257000,AZN,2,100.0,20 Yanvar,Bakı
5515435,270000,AZN,4,148.5,Həzi Aslanov,Bakı
6345829,250000,AZN,2,72.0,Koroğlu,Bakı
6339775,575000,AZN,2,93.0,Sea Breeze,Bakı
6408561,280000,AZN,2,65.0,Şah İsmayıl Xətai,Bakı
5442827,243474,AZN,2,68.2,Sea Breeze,Bakı
6446916,268000,AZN,2,90.0,Əhmədli,Bakı
4816583,1901939,AZN,4,266.4,Bayıl,Bakı
6257973,450000,AZN,5,300.0,Novxanı,Bakı
5877292,252000,AZN,2,92.0,Nəriman Nərimanov,Bakı
6457490,70000,AZN,2,58.0,Masazır,Bakı
6402580,20000,AZN,,2500.0,Keşlə,Bakı
6449777,161690,AZN,3,87.4,Biləcəri,Bakı
6425579,310000,AZN,3,90.0,Həzi Aslanov,Bakı
5534371,200634,AZN,1,56.2,Sea Breeze,Bakı
6097066,315000,AZN,4,185.0,Əhmədli,Bakı
6479559,187000,AZN,2,80.0,Elmlər Akademiyası,Bakı
6252631,198000,AZN,3,75.0,Həzi Aslanov,Bakı
6296623,115000,AZN,,57.5,Sahil,Bakı
6413626,245000,AZN,3,77.0,Bakıxanov,Bakı
6430086,890000,AZN,6,340.0,Badamdar,Bakı
6467540,195000,AZN,2,70.0,Nəriman Nərimanov,Bakı
5504148,376533,AZN,2,96.3,Sea Breeze,Bakı
6399619,128000,AZN,2,50.0,Yeni Yasamal,Bakı
6435353,142175,AZN,3,60.5,Qaraçuxur,Bakı
5744205,300,AZN,2,55.0,Novxanı,Bakı
6304931,1800,AZN,2,64.0,Nizami,Bakı
4530140,401778,AZN,2,90.9,Nardaran,Bakı
6446770,4150000,AZN,,45.0,Ağ şəhər,Bakı
6447150,80000,AZN,1,41.0,Masazır,Bakı
5307976,950000,AZN,4,229.0,Nizami,Bakı
6475960,615000,AZN,4,139.0,Sea Breeze,Bakı
6051556,385000,AZN,2,81.0,Sea Breeze,Bakı
6143641,12000,AZN,,533.0,Elmlər Akademiyası,Bakı
6357710,125000,AZN,3,78.0,Masazır,Bakı
5611074,180000,AZN,,12.0,Yeni Balaxanı,Bakı
6455306,79000,AZN,,35.0,8 Noyabr,Bakı
5489871,314500,AZN,1,58.0,Sea Breeze,Bakı
6325502,310000,AZN,3,105.0,Neftçilər,Bakı
4513531,698683,AZN,2,112.6,Nardaran,Bakı
6399985,87000,AZN,3,100.0,Savalan,Bakı
6457416,850000,AZN,7,531.3,,Şamaxı
6441023,325000,AZN,,25.0,Nardaran,Bakı
6427080,3600000,AZN,,20.0,Bakıxanov,Bakı
5646854,896719,AZN,3,184.5,Şah İsmayıl Xətai,Bakı
5646676,535919,AZN,2,97.2,Şah İsmayıl Xətai,Bakı
6457192,197000,AZN,2,60.0,Əhmədli,Bakı
5981885,155000,AZN,1,57.0,Sea Breeze,Bakı
6411026,57000,AZN,2,52.0,Novxanı,Bakı
5981972,347500,AZN,2,102.0,Sea Breeze,Bakı
6251851,580000,AZN,3,141.0,Sea Breeze,Bakı
5540301,398055,AZN,3,111.5,Sea Breeze,Bakı
6461735,7000,AZN,,210.0,Ağ şəhər,Bakı
4675929,175000,AZN,1,60.0,Nardaran,Bakı
6450794,225000,AZN,2,56.0,Gənclik,Bakı
6408335,3500000,AZN,,20000.0,Qala,Bakı
5868015,2300,AZN,9,400.0,Xətai,Bakı
5552025,487050,AZN,2,124.6,Sea Breeze,Bakı
6246369,345000,AZN,4,160.0,Həzi Aslanov,Bakı
6471419,1850,AZN,3,160.0,Şah İsmayıl Xətai,Bakı
6288126,2500,AZN,,100.0,Elmlər Akademiyası,Bakı
6323513,450000,AZN,3,130.0,Nəriman Nərimanov,Bakı
6129603,360000,AZN,2,111.0,28 May,Bakı
6454908,84500,AZN,2,51.0,Abşeron,Xırdalan
5737068,755000,AZN,7,455.0,Bilgəh,Bakı
6337564,51300,AZN,,3900.0,28 May,Bakı
5504245,608558,AZN,2,96.8,Sea Breeze,Bakı
6349861,415000,AZN,2,60.0,Ağ şəhər,Bakı
6232092,345000,AZN,3,118.0,Neftçilər,Bakı
6440890,2800,AZN,,175.0,İnşaatçılar,Bakı
6244788,1000,AZN,,70.0,İçəri Şəhər,Bakı
6457685,208000,AZN,3,80.0,Neftçilər,Bakı
4351437,1000000,AZN,,90.0,Nəriman Nərimanov,Bakı
5018761,290000,AZN,3,158.0,Şıxov,Bakı
5981017,290000,AZN,3,136.0,Əhmədli,Bakı
6107662,320000,AZN,,84.0,Əhmədli,Bakı
6423592,1700,AZN,5,110.0,Koroğlu,Bakı
6432631,4500,AZN,3,140.0,Nəsimi,Bakı
6413787,237000,AZN,1,58.0,Sea Breeze,Bakı
5993049,2200,AZN,,100.0,Şah İsmayıl Xətai,Bakı
6413803,331500,AZN,2,93.0,Sea Breeze,Bakı
6413863,306000,AZN,2,86.0,Sea Breeze,Bakı
6413894,1666000,AZN,,17.8,Sea Breeze,Bakı
6382251,193800,AZN,1,45.6,Nardaran,Bakı
6125516,172550,AZN,2,101.5,,Gəncə
6125610,120960,AZN,1,67.2,,Gəncə
6230570,1340000,AZN,4,120.0,Buzovna,Bakı
6125624,119325,AZN,1,64.5,,Gəncə
6125284,114380,AZN,1,60.4,,Gəncə
6125300,120250,AZN,1,65.0,,Gəncə
6125531,200160,AZN,3,111.2,,Gəncə
6125646,225900,AZN,2,125.5,,Gəncə
6141422,232000,AZN,,200.0,Mərdəkan,Bakı
6462595,470000,AZN,3,160.0,Nəsimi,Bakı
6125327,200540,AZN,3,108.4,,Gəncə
6415319,150000,AZN,3,120.0,,Quba
6405082,260678,AZN,1,69.7,Nardaran,Bakı
6479361,99,AZN,4,200.0,Mərdəkan,Bakı
3776665,331200,AZN,3,110.4,20 Yanvar,Bakı
6464483,278280,AZN,3,77.3,20 Yanvar,Bakı
5893873,339624,AZN,3,106.8,20 Yanvar,Bakı
4695792,480200,AZN,4,171.5,Nərimanov,Bakı
5914585,89000,AZN,1,37.4,Nardaran,Bakı
6367161,457888,AZN,3,135.5,Badamdar,Bakı
6373124,338474,AZN,2,107.1,Badamdar,Bakı
6265442,90000,AZN,,511.0,,Xızı
6465683,360000,AZN,3,143.0,İnşaatçılar,Bakı
6367017,232204,AZN,1,65.6,Badamdar,Bakı
6222821,263876,AZN,2,154.5,,Qusar
6222771,183600,AZN,3,122.4,,Qusar
6221562,97850,AZN,1,51.5,,Qusar
6222177,135795,AZN,2,82.3,,Qusar
4377330,521400,AZN,3,173.8,28 May,Bakı
5730671,708000,AZN,4,236.0,28 May,Bakı
4351096,664230,AZN,4,221.41,28 May,Bakı
4991369,359040,AZN,3,108.8,28 May,Bakı
5730589,385600,AZN,3,120.5,28 May,Bakı
6222405,148925,AZN,2,85.1,,Qusar
6222524,140850,AZN,2,93.9,,Qusar
6222726,146400,AZN,1,97.6,,Qusar
6338072,73500,AZN,2,51.0,,Xırdalan
6314587,184022,AZN,1,42.1,Nardaran,Bakı
6122990,600,AZN,4,140.0,Şüvəlan,Bakı
5044726,115000,AZN,,12.0,Novxanı,Bakı
5854537,340000,AZN,,506.0,Pirəkəşkül,Bakı
6479245,327400,AZN,4,163.7,Bakıxanov,Bakı
6431601,130000,AZN,2,43.0,Memar Əcəmi,Bakı
6467031,215000,AZN,,50.0,İnşaatçılar,Bakı
6243109,155000,AZN,5,250.0,Mərdəkan,Bakı
6318801,261018,AZN,2,49.5,Nardaran,Bakı
6455103,470000,AZN,,250.0,İçəri Şəhər,Bakı
6270267,105000,AZN,3,100.0,Nəriman Nərimanov,Bakı
6219997,6900,AZN,,500.0,İnşaatçılar,Bakı
6248082,300000,AZN,4,150.0,Azadlıq Prospekti,Bakı
6382269,4650,AZN,6,310.0,Dərnəgül,Bakı
5695949,54000,AZN,1,41.0,Masazır,Bakı
6358983,385000,AZN,3,86.0,Nəsimi,Bakı
6220826,185045,AZN,1,31.1,Nardaran,Bakı
6429278,425000,AZN,2,106.0,Nərimanov,Bakı
6365513,135000,AZN,3,85.0,Qala,Bakı
6124286,455000,AZN,5,270.0,Mərdəkan,Bakı
5921281,880,AZN,1,45.0,İçəri Şəhər,Bakı
6432086,3200000,AZN,,5325.0,,Ağdaş
6252912,480000,AZN,,24.0,,Qusar
6352617,580000,AZN,,37.0,Azadlıq Prospekti,Bakı
5814266,178000,AZN,,110.0,20-ci sahə,Bakı
6219766,438793,AZN,2,68.8,Nardaran,Bakı
6062253,275000,AZN,1,46.0,Sea Breeze,Bakı
6410949,89900,AZN,2,50.0,Abşeron,Xırdalan
5835722,590000,AZN,4,250.0,Mərdəkan,Bakı
6381642,280000,AZN,4,160.0,Mərdəkan,Bakı
6390712,585000,AZN,5,220.0,Mərdəkan,Bakı
5960599,750000,AZN,5,300.0,Mərdəkan,Bakı
5602711,72000,AZN,,3.0,Nardaran,Bakı
6198054,292000,AZN,2,90.0,Elmlər Akademiyası,Bakı
6278728,3800,AZN,7,98.0,Sahil,Bakı
6459712,1150000,AZN,5,220.0,Bayıl,Bakı
6479213,750000,AZN,3,170.0,Xətai,Bakı
6049260,467000,AZN,2,115.0,Sea Breeze,Bakı
6331211,226754,AZN,1,38.1,Nardaran,Bakı
6042927,39000,AZN,,12.0,,Şamaxı
6405366,395000,AZN,3,108.8,7-ci mikrorayon,Bakı
6297183,346432,AZN,1,46.4,Nardaran,Bakı
5441483,1719000,AZN,,229.2,Şah İsmayıl Xətai,Bakı
6332208,321000,AZN,,10.7,,Qəbələ
6260264,175000,AZN,2,76.5,Sea Breeze,Bakı
6380845,700,AZN,2,63.0,Buzovna,Bakı
6471273,87500,AZN,2,54.7,,Xırdalan
6091419,139300,AZN,1,43.0,Nardaran,Bakı
6471321,154860,AZN,2,60.0,Yeni Yasamal,Bakı
6442177,245000,AZN,3,75.0,4-cü mikrorayon,Bakı
6440726,88000,AZN,,12.0,Albalılıq,Bakı
6382752,72700,AZN,2,41.0,Masazır,Bakı
6382661,84790,AZN,2,48.7,Masazır,Bakı
6315276,175000,AZN,2,55.0,Əhmədli,Bakı
6315231,220000,AZN,2,74.0,Nərimanov,Bakı
6027907,481950,AZN,3,67.5,,Qusar
6338336,359000,AZN,2,117.2,Koroğlu,Bakı
6258933,35000,AZN,,40.0,Lökbatan,Bakı
6410378,314000,AZN,3,96.4,Elmlər Akademiyası,Bakı
6286612,17500,AZN,,2.5,Hökməli,Bakı
6459373,192100,AZN,3,113.0,Masazır,Bakı
6027988,417767,AZN,3,114.3,Nardaran,Bakı
6325595,200000,AZN,1,53.0,Sea Breeze,Bakı
6458022,77000,AZN,3,130.0,Ramana,Bakı
5617259,1800000,AZN,,16000.0,,Goranboy
6465382,270000,AZN,,15.0,Pirşağı,Bakı
5994418,403000,AZN,,14.1,Mərdəkan,Bakı
4062818,17000,AZN,,1800.0,Nərimanov,Bakı
6420752,1650,AZN,3,110.4,Badamdar,Bakı
5976844,198016,AZN,1,58.3,Nardaran,Bakı
6126130,325000,AZN,,70.0,Koroğlu,Bakı
6435734,76000,AZN,,24.0,Nəsimi,Bakı
6269294,317000,AZN,2,120.0,Nəsimi,Bakı
6373602,380086,AZN,2,63.9,Nardaran,Bakı
6404979,231925,AZN,1,38.4,Nardaran,Bakı
6434317,330000,AZN,3,110.0,Şah İsmayıl Xətai,Bakı
4836094,1156250,AZN,,92.5,Şah İsmayıl Xətai,Bakı
4840140,3799950,AZN,,690.9,Şah İsmayıl Xətai,Bakı
6439934,220000,AZN,3,74.0,Yasamal,Bakı
6382424,295000,AZN,5,120.0,Əhmədli,Bakı
6106492,352400,AZN,3,106.8,20 Yanvar,Bakı
6330831,245000,AZN,2,98.0,İnşaatçılar,Bakı
6431984,514080,AZN,2,112.0,Nardaran,Bakı
6267664,6000,AZN,,240.0,Nərimanov,Bakı
6466302,415000,AZN,3,176.5,28 May,Bakı
5508932,597000,AZN,3,125.0,Nəriman Nərimanov,Bakı
5721807,563652,AZN,1,61.4,Nardaran,Bakı
6399792,92000,AZN,3,100.0,Bilgəh,Bakı
6420737,1150,AZN,2,87.4,Badamdar,Bakı
6438033,460000,AZN,3,108.0,Sahil,Bakı
6471250,257000,AZN,2,59.0,Bakmil,Bakı
6422616,119000,AZN,1,45.0,Sea Breeze,Bakı
6287002,210000,AZN,,1000.0,Türkan,Bakı
6454872,158000,AZN,2,68.0,Yeni Yasamal,Bakı
6427351,265000,AZN,2,51.0,Nəsimi,Bakı
5660026,398081,AZN,1,69.9,Nardaran,Bakı
6475769,266000,AZN,3,120.0,İnşaatçılar,Bakı
6461827,149000,AZN,4,120.0,,Xırdalan
5657212,338564,AZN,2,78.1,Nardaran,Bakı
6232532,400000,AZN,5,200.0,Mərdəkan,Bakı
6440548,181000,AZN,1,56.0,Nardaran,Bakı
6448372,279000,AZN,3,140.0,Sabunçu,Bakı
5444207,414596,AZN,3,87.1,Sea Breeze,Bakı
6442974,1200,AZN,3,150.0,Nəriman Nərimanov,Bakı
6329479,159900,AZN,4,145.0,Yeni Ramana,Bakı
6449124,159900,AZN,4,145.0,Yeni Ramana,Bakı
5475997,272000,AZN,1,55.4,Mərdəkan,Bakı
5510791,527000,AZN,2,107.6,Mərdəkan,Bakı
5506321,1241000,AZN,3,218.7,Mərdəkan,Bakı
5510774,714000,AZN,2,148.9,Mərdəkan,Bakı
