id,price,currency,rooms,area,floor,hasRepair,location,city
6483785,69900,AZN,,8.0,,,Xaçmaz,Xaçmaz
6366432,350000,AZN,3,135.0,12,True,8-ci mikrorayon,Bakı
5662936,285447,AZN,1,57.9,6,False,Nardaran,Bakı
5281948,360000,AZN,4,182.0,6,True,Avtovağzal,Bakı
6436011,380000,AZN,1,67.1,6,True,Ağ şəhər,Bakı
6247023,135000,AZN,2,73.0,3,False,Avtovağzal,Bakı
5444297,358658,AZN,3,84.4,13,True,Sea Breeze,Bakı
6271339,280000,AZN,4,140.0,,True,Mərdəkan,Bakı
5767279,150000,AZN,,100.0,,,Məmmədli,Bakı
6466776,122000,AZN,3,92.7,4,True,,Xırdalan
6221698,785000,AZN,4,185.0,4,True,Elmlər Akademiyası,Bakı
6398187,335000,AZN,3,110.0,15,True,28 May,Bakı
6211662,270000,AZN,4,140.0,,True,Şüvəlan,Bakı
6469965,395000,AZN,5,200.0,,True,Mərdəkan,Bakı
5591807,250614,AZN,2,81.9,4,False,Sea Breeze,Bakı
6406713,1000,AZN,2,52.0,4,True,İçəri Şəhər,Bakı
6433835,248880,AZN,1,61.0,5,False,Nardaran,Bakı
5932496,240000,AZN,4,160.0,,True,Şüvəlan,Bakı
6453680,495000,AZN,4,180.0,,True,Şüvəlan,Bakı
5443704,231336,AZN,1,56.7,12,False,Sea Breeze,Bakı
6425468,720000,AZN,7,170.0,,False,Nardaran,Bakı
6423229,1450000,AZN,14,1250.0,,False,Novxanı,Bakı
6190260,290000,AZN,4,180.0,,True,Mərdəkan,Bakı
6461084,609000,AZN,6,420.0,,True,Bilgəh,Bakı
6231449,229000,AZN,4,80.0,3,True,Həzi Aslanov,Bakı
6362548,299000,AZN,3,135.0,2,True,9-cu mikrorayon,Bakı
6256953,250000,AZN,4,160.0,,True,Şüvəlan,Bakı
6329182,557000,AZN,4,157.0,5,False,Ağ şəhər,Bakı
5988506,495000,AZN,3,113.0,7,True,Nizami,Bakı
6368839,228000,AZN,2,60.0,15,True,Nərimanov,Bakı
5436469,2200,AZN,,184.0,,True,Xətai,Bakı
6248609,219900,AZN,2,56.7,11,False,Nəsimi,Bakı
6477674,229500,AZN,3,80.0,3,True,Həzi Aslanov,Bakı
6469913,495000,AZN,,200.0,,True,İçəri Şəhər,Bakı
6071510,40000,AZN,,8.0,,,Qobu,Bakı
6048046,256000,AZN,2,90.0,11,True,Nərimanov,Bakı
6467021,541260,AZN,2,76.7,22,True,Nardaran,Bakı
6461339,230000,AZN,2,96.0,11,True,20 Yanvar,Bakı
6477661,170000,AZN,4,120.0,,True,Savalan,Bakı
5950360,400000,AZN,4,177.5,2,False,Şah İsmayıl Xətai,Bakı
6423373,89000,AZN,2,30.0,,True,28 May,Bakı
5516595,326315,AZN,2,69.8,2,False,Sea Breeze,Bakı
6429202,135000,AZN,,20.0,,,Qala,Bakı
6458024,140000,AZN,3,69.0,6,True,,Xırdalan
5443083,411645,AZN,2,86.5,5,False,Sea Breeze,Bakı
6458177,320000,AZN,3,90.0,6,True,Badamdar,Bakı
5557109,212500,AZN,,85.0,,False,,Sumqayıt
6308144,239000,AZN,2,94.0,10,True,20 Yanvar,Bakı
6391796,60000,AZN,3,87.0,8,True,Zığ,Bakı
6478889,155000,AZN,4,200.0,,True,Əmircan,Bakı
6484840,330000,AZN,3,143.7,3,False,Nəriman Nərimanov,Bakı
6475757,419000,AZN,,14.8,,,Mərdəkan,Bakı
5442812,274091,AZN,2,70.1,8,False,Sea Breeze,Bakı
6322102,200,AZN,2,120.0,,True,Novxanı,Bakı
6456081,2999999,AZN,,925.0,,False,20 Yanvar,Bakı
5653012,1400,AZN,3,120.0,12,True,Nərimanov,Bakı
6475555,585000,AZN,4,182.0,6,True,Nəriman Nərimanov,Bakı
6172543,1180000,AZN,6,330.0,,True,Mərdəkan,Bakı
5254804,89500,AZN,2,60.9,6,True,,Xırdalan
4472685,116480,AZN,2,72.8,4,False,,Sumqayıt
6177412,163625,AZN,1,55.0,1,False,Nardaran,Bakı
6466986,169000,AZN,2,70.0,5,True,Badamdar,Bakı
6468759,1200,AZN,3,110.0,13,True,Nizami,Bakı
6475560,256000,AZN,5,165.0,,True,Buzovna,Bakı
6389661,750000,AZN,,290.0,,True,Neftçilər,Bakı
6361074,300,AZN,7,400.0,,True,Mərdəkan,Bakı
6080357,596700,AZN,3,135.0,1,True,Nardaran,Bakı
6450829,590000,AZN,4,185.0,7,True,Nəriman Nərimanov,Bakı
5453887,475000,AZN,5,220.0,,True,Qaraçuxur,Bakı
6323763,255000,AZN,4,92.0,11,True,Həzi Aslanov,Bakı
6483462,1200000,AZN,,140.0,,True,Sahil,Bakı
5600109,262642,AZN,1,58.3,6,False,Sea Breeze,Bakı
6466966,750000,AZN,4,148.6,2,True,Ağ şəhər,Bakı
6399616,310000,AZN,4,110.0,16,True,Binəqədi,Bakı
6184076,800,AZN,4,140.0,12,True,Abşeron,Sumqayıt
6425352,1300000,AZN,,15.9,,,Masazır,Bakı
6243168,198000,AZN,3,117.0,5,True,,Xırdalan
6348591,113900,AZN,2,51.0,11,False,Neftçilər,Bakı
6451986,165000,AZN,2,71.4,8,True,Əmircan,Bakı
6453598,395000,AZN,3,105.0,18,True,Nəriman Nərimanov,Bakı
5921691,299500,AZN,1,60.0,,True,Nardaran,Bakı
4172542,470000,AZN,,10.0,,,Şağan,Bakı
4502351,663935,AZN,2,107.0,6,True,Nardaran,Bakı
6069832,155000,AZN,2,62.0,16,True,Neftçilər,Bakı
6255201,369000,AZN,3,118.0,15,False,28 May,Bakı
6476641,220000,AZN,2,78.0,12,True,Neftçilər,Bakı
6467136,595000,AZN,4,180.0,,True,Mərdəkan,Bakı
6283751,1700,AZN,2,110.0,10,True,28 May,Bakı
6310873,1700,AZN,,75.0,,True,Ağ şəhər,Bakı
6335393,439000,AZN,5,172.0,,True,Şüvəlan,Bakı
6486182,240000,AZN,3,120.0,5,True,,Xırdalan
6445106,700000,AZN,,201.0,,True,Yeni Yasamal,Bakı
6428619,280000,AZN,7,300.0,,True,Hövsan,Bakı
5501305,513528,AZN,3,140.5,4,False,Sea Breeze,Bakı
4237623,543730,AZN,2,98.86,15,False,Elmlər Akademiyası,Bakı
6326509,1188715,AZN,4,216.1,15,False,Elmlər Akademiyası,Bakı
5867067,812900,AZN,4,147.8,16,False,Elmlər Akademiyası,Bakı
6200267,350000,AZN,,250.0,,False,Gənclik,Bakı
6450644,155000,AZN,3,90.0,13,True,Masazır,Bakı
4190770,1128215,AZN,4,205.13,15,False,Elmlər Akademiyası,Bakı
4452982,318325,AZN,1,53.5,5,False,Nardaran,Bakı
6167930,690000,AZN,7,500.0,,True,Novxanı,Bakı
5936849,177000,AZN,1,60.0,12,False,Nardaran,Bakı
5555412,405977,AZN,2,91.9,2,True,Sea Breeze,Bakı
6472772,2200,AZN,5,245.0,14,True,Nəsimi,Bakı
6422300,258000,AZN,2,58.0,13,True,Nərimanov,Bakı
6350299,1000,AZN,3,70.0,16,True,Yasamal,Bakı
6398225,99,AZN,3,122.0,,True,Pirşağı,Bakı
6456991,210000,AZN,2,84.0,2,False,Şıxov,Bakı
6422293,358000,AZN,3,88.0,13,True,Nərimanov,Bakı
6208406,282000,AZN,3,125.4,4,False,Şıxov,Bakı
6286163,54000,AZN,3,90.0,,True,Məmmədli,Bakı
6439458,210000,AZN,3,75.0,5,True,Gənclik,Bakı
6147518,55000,AZN,3,90.0,,True,Binə,Bakı
4965982,285147,AZN,3,96.6,10,False,Dərnəgül,Bakı
4967088,236168,AZN,2,89.1,8,False,Dərnəgül,Bakı
4967576,331920,AZN,3,138.3,4,False,Dərnəgül,Bakı
6476055,1100000,AZN,4,205.0,7,True,Nəsimi,Bakı
5998829,538000,AZN,9,545.0,,False,Şıxov,Bakı
6439162,4000,AZN,,250.0,,True,Nəriman Nərimanov,Bakı
6480984,386000,AZN,3,127.0,4,True,Memar Əcəmi,Bakı
6405793,219000,AZN,3,85.0,18,True,Yeni Yasamal,Bakı
6460911,310000,AZN,3,94.0,5,True,Nərimanov,Bakı
6486222,920000,AZN,4,165.0,3,True,Ağ şəhər,Bakı
6446186,444000,AZN,2,82.0,11,False,Ağ şəhər,Bakı
6477852,144500,AZN,2,50.0,4,True,Avtovağzal,Bakı
6415154,820000,AZN,4,400.0,,True,Şüvəlan,Bakı
6066614,120000,AZN,4,120.0,,True,Fatmayı,Bakı
6436310,310000,AZN,2,85.5,15,True,Nərimanov,Bakı
6422061,288000,AZN,2,72.0,10,False,Nizami,Bakı
6460755,475000,AZN,3,125.0,18,False,Şah İsmayıl Xətai,Bakı
5354947,340000,AZN,,12.0,,,Şüvəlan,Bakı
6341989,100000,AZN,2,60.1,1,True,,Sumqayıt
6476167,300000,AZN,3,126.5,12,False,Qara Qarayev,Bakı
6380037,158000,AZN,4,133.0,,True,Binə,Bakı
6392643,204408,AZN,1,50.1,3,False,Nardaran,Bakı
6342049,460000,AZN,3,125.0,11,True,Şah İsmayıl Xətai,Bakı
6409214,538000,AZN,4,177.9,4,False,Gənclik,Bakı
6048404,1800,AZN,4,129.0,15,True,Bakmil,Bakı
6447690,210000,AZN,2,54.0,5,True,Böyükşor,Bakı
6385028,630000,AZN,4,220.0,2,True,Nərimanov,Bakı
6462242,118000,AZN,1,40.0,2,True,8 Noyabr,Bakı
6405099,452064,AZN,3,110.8,8,False,Nardaran,Bakı
6213319,242000,AZN,3,102.5,17,True,Badamdar,Bakı
6460084,479000,AZN,3,160.0,12,True,Şah İsmayıl Xətai,Bakı
6483291,1300,AZN,2,70.0,6,True,Nəsimi,Bakı
6414988,285000,AZN,5,180.0,,True,Fatmayı,Bakı
6407894,69000,AZN,,5.0,,,Dübəndi,Bakı
6483593,500,AZN,2,78.0,8,True,Abşeron,Xırdalan
6331823,363702,AZN,3,105.4,10,False,Nardaran,Bakı
6458147,55000,AZN,3,75.0,,True,Sabunçu,Bakı
6452231,210000,AZN,3,90.0,6,True,20 Yanvar,Bakı
6339960,280000,AZN,3,130.0,3,False,İnşaatçılar,Bakı
6073522,275000,AZN,3,105.0,3,True,20 Yanvar,Bakı
6460842,280000,AZN,5,148.0,,True,Şüvəlan,Bakı
6089658,297000,AZN,3,100.0,6,True,Dərnəgül,Bakı
6443973,83000,AZN,2,60.0,5,True,Masazır,Bakı
6318715,253708,AZN,1,53.3,6,False,Nardaran,Bakı
5932448,240000,AZN,4,160.0,,True,Şüvəlan,Bakı
5932357,225000,AZN,4,150.0,,True,Mərdəkan,Bakı
6426543,685000,AZN,4,240.0,11,True,Nərimanov,Bakı
6220831,306694,AZN,2,59.2,9,False,Nardaran,Bakı
6386319,185000,AZN,6,210.0,,True,Hövsan,Bakı
5940513,420000,AZN,5,250.0,,True,Şüvəlan,Bakı
6463573,225000,AZN,4,135.0,,True,Şüvəlan,Bakı
6478857,234500,AZN,2,75.0,6,True,İçəri Şəhər,Bakı
6304931,1850,AZN,2,64.0,,True,Nizami,Bakı
6288431,649000,AZN,9,420.0,,True,Badamdar,Bakı
5909818,259000,AZN,3,96.0,6,False,Nərimanov,Bakı
6454889,1850,AZN,,64.0,,True,Nizami,Bakı
6475210,290000,AZN,3,160.0,4,True,20 Yanvar,Bakı
6350667,25,AZN,3,60.0,1,True,Masazır,Bakı
6459652,530000,AZN,3,138.0,12,True,Nəsimi,Bakı
6387334,275000,AZN,3,145.0,1,False,Xətai,Bakı
6456913,120000,AZN,1,40.0,2,True,8 Noyabr,Bakı
6480284,420000,AZN,3,139.0,10,True,Neftçilər,Bakı
6461300,253000,AZN,2,103.8,5,False,Sea Breeze,Bakı
6433805,239275,AZN,1,56.3,3,False,Nardaran,Bakı
5744985,435000,AZN,,135.0,,False,Yasamal,Bakı
5744959,112000,AZN,3,100.0,1,True,Mərdəkan,Bakı
5504121,479842,AZN,2,128.3,2,False,Sea Breeze,Bakı
4466583,75360,AZN,1,47.1,7,False,,Sumqayıt
6004813,10000,AZN,9,700.0,,True,Buzovna,Bakı
6447598,248000,AZN,3,67.0,3,True,Gənclik,Bakı
5504251,603514,AZN,2,110.9,1,True,Sea Breeze,Bakı
6463593,132000,AZN,3,240.0,23,False,Bakıxanov,Bakı
6481621,219500,AZN,3,89.0,12,True,Avtovağzal,Bakı
6483122,2000,AZN,,105.0,,True,Həzi Aslanov,Bakı
6453148,199000,AZN,2,59.0,5,True,20 Yanvar,Bakı
6408985,580000,AZN,6,380.0,,True,Mərdəkan,Bakı
6392645,217056,AZN,1,53.2,12,False,Nardaran,Bakı
6131808,575000,AZN,3,127.0,5,True,Nəsimi,Bakı
6362479,145000,AZN,6,250.0,,True,Binə,Bakı
6475303,327000,AZN,3,126.0,7,False,Koroğlu,Bakı
6459342,234000,AZN,3,63.0,16,True,İnşaatçılar,Bakı
6452347,248000,AZN,4,145.0,,True,Mərdəkan,Bakı
5706748,1350,AZN,3,135.0,8,True,Şah İsmayıl Xətai,Bakı
6395010,395000,AZN,3,123.5,5,False,7-ci mikrorayon,Bakı
6031309,350000,AZN,,110.0,,True,8 Noyabr,Bakı
6170668,650000,AZN,4,200.0,,True,Şağan,Bakı
6477206,630,AZN,1,47.0,1,True,Nəsimi,Bakı
6461978,1300000,AZN,7,300.0,,True,Badamdar,Bakı
6483076,260000,AZN,2,95.0,13,True,Qara Qarayev,Bakı
6438220,245000,AZN,3,82.0,2,True,Nəriman Nərimanov,Bakı
6462527,160000,AZN,3,60.0,,True,Dübəndi,Bakı
6405089,257312,AZN,1,68.8,4,False,Nardaran,Bakı
6476571,68000,AZN,2,37.0,1,True,Masazır,Bakı
6421877,405000,AZN,,1200.0,,False,Nabran,Xaçmaz
6363733,180000,AZN,2,56.9,9,True,20 Yanvar,Bakı
6425031,188000,AZN,2,45.0,2,True,Elmlər Akademiyası,Bakı
6087010,1600000,AZN,,136.0,,True,28 May,Bakı
6314560,358070,AZN,3,99.4,5,False,Nardaran,Bakı
6463479,595000,AZN,5,150.0,,True,Şağan,Bakı
5785201,380000,AZN,4,130.0,,True,Mərdəkan,Bakı
6371352,227000,AZN,2,54.0,3,True,İçəri Şəhər,Bakı
6244815,1799,AZN,5,220.0,10,True,Elmlər Akademiyası,Bakı
6354511,2000,AZN,4,210.0,10,True,Elmlər Akademiyası,Bakı
6443749,58000,AZN,,2.0,,,Mərdəkan,Bakı
6474484,210000,AZN,2,85.0,5,True,Badamdar,Bakı
6399985,87000,AZN,3,100.0,,True,Savalan,Bakı
6483041,395000,AZN,3,90.0,7,True,Nərimanov,Bakı
6389783,149000,AZN,,160.0,,True,Əhmədli,Bakı
6451843,164000,AZN,2,65.0,7,True,Əhmədli,Bakı
5810128,2800,AZN,4,200.0,18,True,28 May,Bakı
5403613,1500,AZN,3,100.0,3,True,Nardaran,Bakı
6463426,390000,AZN,4,160.0,,True,Şüvəlan,Bakı
6483001,1500000,AZN,10,800.0,,True,Həzi Aslanov,Bakı
6439288,540,AZN,2,45.0,,True,Bakıxanov,Bakı
6412535,1700000,AZN,10,750.0,,True,Əhmədli,Bakı
6411802,129900,AZN,3,78.0,10,True,,Xırdalan
6299418,175950,AZN,1,45.0,7,False,Nardaran,Bakı
5474820,395000,AZN,3,100.0,3,True,Sea Breeze,Bakı
6467596,195000,AZN,2,76.0,18,True,Həzi Aslanov,Bakı
6471941,195000,AZN,3,75.0,9,True,Əhmədli,Bakı
6321648,519000,AZN,3,128.0,15,False,Şah İsmayıl Xətai,Bakı
6321590,549000,AZN,3,128.0,16,False,Şah İsmayıl Xətai,Bakı
6447279,319000,AZN,2,66.0,20,True,Şah İsmayıl Xətai,Bakı
6457797,239000,AZN,3,72.0,5,True,İnşaatçılar,Bakı
6422204,362000,AZN,3,130.0,4,True,Şah İsmayıl Xətai,Bakı
5906159,75900,AZN,3,109.6,4,False,Görədil,Bakı
6219935,168300,AZN,1,36.0,1,True,Nardaran,Bakı
6466453,360000,AZN,6,350.0,,True,Buzovna,Bakı
6219759,563465,AZN,3,94.7,15,True,Nardaran,Bakı
6256368,130000,AZN,3,90.0,5,True,Abşeron,Xırdalan
6267893,220000,AZN,2,80.0,17,True,Azadlıq Prospekti,Bakı
5673384,260000,AZN,2,65.0,23,True,8 Noyabr,Bakı
6412320,189000,AZN,,11.7,,,Sea Breeze,Bakı
6161586,295000,AZN,7,178.9,,True,Azadlıq Prospekti,Bakı
6209540,266000,AZN,3,110.0,12,True,Həzi Aslanov,Bakı
6403078,278000,AZN,3,93.0,5,True,20 Yanvar,Bakı
6297172,355501,AZN,1,46.8,3,True,Nardaran,Bakı
6432232,850000,AZN,6,430.0,,True,Əhmədli,Bakı
6303152,595000,AZN,4,200.0,,True,Şüvəlan,Bakı
6437281,187500,AZN,2,74.4,9,False,Bakıxanov,Bakı
5625392,289000,AZN,2,73.0,16,True,Koroğlu,Bakı
6465044,120000,AZN,4,100.0,,True,Biləcəri,Bakı
6455685,289000,AZN,3,100.0,6,True,20 Yanvar,Bakı
6457741,40000,AZN,,25.0,,,Ağ şəhər,Bakı
4466805,152480,AZN,3,95.3,14,False,,Sumqayıt
6468366,365000,AZN,2,103.0,20,True,Elmlər Akademiyası,Bakı
6477109,187000,AZN,2,80.0,2,True,Xalqlar Dostluğu,Bakı
6351003,278000,AZN,2,90.0,9,True,Nəriman Nərimanov,Bakı
6473009,244000,AZN,3,85.0,5,True,Qara Qarayev,Bakı
5094049,2500,AZN,,450.0,,,,Gəncə
6078698,472464,AZN,3,77.2,2,False,,Qusar
5253127,950000,AZN,4,209.8,13,False,28 May,Bakı
6480830,222000,AZN,4,190.0,,True,Fatmayı,Bakı
6451891,142000,AZN,3,60.0,5,True,Memar Əcəmi,Bakı
6181526,899000,AZN,6,305.0,,True,Bilgəh,Bakı
5624562,900000,AZN,6,320.0,,True,Bilgəh,Bakı
6207270,142000,AZN,6,230.0,,True,Mehdiabad,Bakı
5624579,1400000,AZN,6,450.0,,True,Bilgəh,Bakı
6181468,1500000,AZN,6,460.0,,True,Bilgəh,Bakı
6033953,260100,AZN,2,61.2,2,False,Nardaran,Bakı
5624630,1400000,AZN,6,460.0,,True,Bilgəh,Bakı
4371459,149000,AZN,,100.0,,True,Binəqədi,Bakı
5863255,225267,AZN,2,63.1,3,True,Nardaran,Bakı
6469278,560000,AZN,3,113.5,1,False,Nardaran,Bakı
6457718,1200000,AZN,4,210.0,12,True,Nəsimi,Bakı
6313749,114500,AZN,4,153.0,,True,Masazır,Bakı
6311598,880000,AZN,,779.0,,False,Həzi Aslanov,Bakı
6469298,493000,AZN,3,100.0,1,False,Nardaran,Bakı
5971916,214540,AZN,1,63.1,1,False,Nardaran,Bakı
6460423,280000,AZN,3,70.0,14,True,Yasamal,Bakı
6475044,450000,AZN,2,93.0,4,True,Nardaran,Bakı
6450120,280000,AZN,,8.5,,,Şıxov,Bakı
6477114,170,AZN,3,120.0,4,True,28 May,Bakı
6423662,850,AZN,3,52.0,,True,Koroğlu,Bakı
6473038,429000,AZN,3,145.0,14,True,28 May,Bakı
5810204,472000,AZN,3,110.0,7,False,Elmlər Akademiyası,Bakı
6413533,650000,AZN,4,180.0,17,False,28 May,Bakı
6455649,245000,AZN,,7.0,,,,Sumqayıt
6043168,519999,AZN,4,185.0,10,True,Azadlıq Prospekti,Bakı
6228777,857000,AZN,4,230.0,7,True,28 May,Bakı
6433823,495482,AZN,2,112.1,4,False,Nardaran,Bakı
6482640,557220,AZN,3,150.6,7,False,Elmlər Akademiyası,Bakı
6467589,699,AZN,2,107.0,4,True,Sea Breeze,Bakı
6469094,1110000,AZN,,483.4,,False,,Gəncə
5565231,1165,AZN,4,207.0,7,True,Koroğlu,Bakı
5832183,359000,AZN,3,129.0,2,True,Şah İsmayıl Xətai,Bakı
6458235,317000,AZN,3,130.0,11,True,İnşaatçılar,Bakı
5863093,159222,AZN,1,44.6,3,True,Nardaran,Bakı
6474977,157000,AZN,2,60.0,9,True,Həzi Aslanov,Bakı
6340113,1500,AZN,3,120.0,14,True,Şah İsmayıl Xətai,Bakı
4693067,830000,AZN,5,460.0,,True,Mərdəkan,Bakı
4966002,287375,AZN,3,114.9,4,False,Dərnəgül,Bakı
4965055,299950,AZN,3,119.9,4,,Dərnəgül,Bakı
4966017,296693,AZN,3,116.3,4,False,Dərnəgül,Bakı
6446125,225000,AZN,2,76.0,6,True,7-ci mikrorayon,Bakı
6472060,920000,AZN,4,161.0,3,True,Ağ şəhər,Bakı
5675953,621894,AZN,1,54.6,13,False,Nardaran,Bakı
6408174,303000,AZN,3,87.0,9,True,Qara Qarayev,Bakı
4967105,177165,AZN,1,57.2,10,False,Dərnəgül,Bakı
6469084,329000,AZN,4,169.0,9,True,Neftçilər,Bakı
6485747,77000,AZN,3,64.0,,True,Binəqədi,Bakı
6197247,650000,AZN,3,133.0,15,True,28 May,Bakı
6077009,230000,AZN,3,115.0,10,True,,Xırdalan
5379407,700,AZN,,32.0,,True,Nərimanov,Bakı
5660036,186783,AZN,1,45.8,10,False,Nardaran,Bakı
6247550,170,AZN,7,220.0,,True,,Qəbələ
6410882,585000,AZN,,130.0,,True,Nizami,Bakı
6447167,420000,AZN,3,103.0,6,True,8 Noyabr,Bakı
6463063,3400000,AZN,10,800.0,,True,Bilgəh,Bakı
6479821,425000,AZN,2,105.0,16,True,Gənclik,Bakı
6236821,40000,AZN,3,60.0,,True,Lökbatan,Bakı
6472029,165000,AZN,2,71.4,8,True,Əmircan,Bakı
6371437,820000,AZN,,450.0,,True,,Quba
6396102,226000,AZN,2,92.0,12,True,Neftçilər,Bakı
6310625,330000,AZN,3,125.0,14,True,Qara Qarayev,Bakı
6466226,158000,AZN,3,65.0,6,True,Memar Əcəmi,Bakı
6447796,110000,AZN,1,38.0,1,True,Memar Əcəmi,Bakı
6422687,430000,AZN,3,108.0,4,True,28 May,Bakı
6439523,189000,AZN,3,75.0,4,True,Memar Əcəmi,Bakı
6399720,194500,AZN,2,60.0,3,True,Memar Əcəmi,Bakı
5465343,305000,AZN,3,110.0,11,True,Əhmədli,Bakı
6388659,215000,AZN,3,101.0,4,True,Xətai,Bakı
6120458,360000,AZN,,3.0,,,Nəsimi,Bakı
6399777,240000,AZN,3,75.0,2,True,Memar Əcəmi,Bakı
6101209,460000,AZN,,18.5,,,Mərdəkan,Bakı
6106671,140000,AZN,,9.0,,,Görədil,Bakı
6313135,765000,AZN,7,250.0,,True,Nizami,Bakı
6101758,272000,AZN,,18.0,,,Novxanı,Bakı
6116463,4000,AZN,7,500.0,,True,Nizami,Bakı
5640831,245795,AZN,1,56.7,3,False,Nardaran,Bakı
6414185,700000,AZN,7,800.0,17,False,Elmlər Akademiyası,Bakı
6390519,264000,AZN,3,96.0,6,False,Nəriman Nərimanov,Bakı
6424200,5200,AZN,,12.0,,,Nardaran,Bakı
6218763,5500,AZN,9,300.0,,True,İnşaatçılar,Bakı
6204058,99000,AZN,2,55.0,2,True,,Xırdalan
5444086,254060,AZN,1,50.7,13,True,Sea Breeze,Bakı
6459314,305000,AZN,5,152.0,,True,Şüvəlan,Bakı
5759449,101625,AZN,2,81.3,5,False,,Lənkəran
5750385,79750,AZN,1,63.8,5,False,,Lənkəran
5776148,97500,AZN,2,78.0,2,False,,Lənkəran
6220239,10500,AZN,,1000.0,,False,Masazır,Bakı
5769521,93750,AZN,2,75.0,1,False,,Lənkəran
5776143,76250,AZN,1,61.0,2,False,,Lənkəran
5757534,67125,AZN,1,53.74,2,False,,Lənkəran
6477012,4000,AZN,5,160.0,3,True,Sahil,Bakı
5769530,62125,AZN,1,49.7,1,False,,Lənkəran
5783827,70375,AZN,1,56.3,2,False,,Lənkəran
6120103,365000,AZN,2,128.0,11,True,Nərimanov,Bakı
5769541,150975,AZN,3,120.78,2,False,,Lənkəran
6427377,250,AZN,3,100.0,,True,Novxanı,Bakı
6098513,255000,AZN,2,91.9,5,False,Abşeron,Bakı
6482605,263000,AZN,2,59.0,3,True,Bakmil,Bakı
6206411,195000,AZN,1,57.4,4,False,Nardaran,Bakı
6454711,1300000,AZN,,510.0,,True,Qaraçuxur,Bakı
6350458,299000,AZN,12,500.0,,False,Mehdiabad,Bakı
3740327,282596,AZN,2,91.16,7,False,Nərimanov,Bakı
3740381,661440,AZN,5,206.65,12,False,Nərimanov,Bakı
3740372,397760,AZN,3,124.3,12,False,Nərimanov,Bakı
4360738,379254,AZN,4,122.34,7,False,Nəriman Nərimanov,Bakı
6350186,420000,AZN,,110.0,,True,Memar Əcəmi,Bakı
6474882,265000,AZN,2,75.0,8,True,İnşaatçılar,Bakı
6349093,430000,AZN,3,145.0,11,False,Şah İsmayıl Xətai,Bakı
6433621,255000,AZN,3,115.0,16,True,Avtovağzal,Bakı
5443908,301682,AZN,2,93.4,12,False,Sea Breeze,Bakı
6446209,268000,AZN,2,66.0,5,True,Gənclik,Bakı
6460216,130000,AZN,4,130.0,,True,Xocəsən,Bakı
6418785,2500000,AZN,,2282.0,,True,Masazır,Bakı
5536176,85000,AZN,,61.0,,True,,Sumqayıt
6461607,145000,AZN,2,48.0,5,True,Xətai,Bakı
6345354,250,AZN,5,250.0,,True,Novxanı,Bakı
5968927,3500,AZN,6,250.0,11,True,Elmlər Akademiyası,Bakı
6457553,285000,AZN,3,105.0,11,True,Memar Əcəmi,Bakı
6392288,155000,AZN,2,50.0,14,True,Həzi Aslanov,Bakı
5673636,2349750,AZN,,313.3,,False,Şah İsmayıl Xətai,Bakı
5440890,2987250,AZN,,398.3,,False,Şah İsmayıl Xətai,Bakı
5711182,40,AZN,1,50.0,9,True,Nərimanov,Bakı
6340404,84000,AZN,,18.0,,,,Qusar
6389702,380000,AZN,4,200.0,,True,Nardaran,Bakı
6078710,279557,AZN,1,57.7,19,False,Nardaran,Bakı
6465086,163000,AZN,2,70.0,1,True,İnşaatçılar,Bakı
6173791,190000,AZN,1,26.0,2,True,İçəri Şəhər,Bakı
5516678,259080,AZN,1,50.8,3,False,Sea Breeze,Bakı
6448725,12000,AZN,,1500.0,,True,,Mingəçevir
6484946,483588,AZN,3,134.3,6,False,Elmlər Akademiyası,Bakı
6236862,2248,AZN,3,165.0,3,True,28 May,Bakı
6485304,424080,AZN,2,111.6,9,False,Elmlər Akademiyası,Bakı
5793923,420000,AZN,,265.0,,True,Nəsimi,Bakı
6485494,590000,AZN,,196.0,,True,Yeni Yasamal,Bakı
6452746,355000,AZN,3,120.0,2,True,İnşaatçılar,Bakı
6434539,510000,AZN,3,125.0,19,True,Şah İsmayıl Xətai,Bakı
5514359,496407,AZN,2,78.9,1,True,Sea Breeze,Bakı
6474757,550000,AZN,3,175.0,14,False,Nizami,Bakı
6400890,299000,AZN,3,72.0,18,True,Bakmil,Bakı
6294298,257000,AZN,2,100.0,12,True,20 Yanvar,Bakı
5515435,275000,AZN,4,148.5,1,False,Həzi Aslanov,Bakı
6339775,575000,AZN,2,93.0,5,True,Sea Breeze,Bakı
5442827,243474,AZN,2,68.2,2,False,Sea Breeze,Bakı
6446916,268000,AZN,2,90.0,15,True,Əhmədli,Bakı
4816583,1901939,AZN,4,266.4,4,False,Bayıl,Bakı
6257973,450000,AZN,5,300.0,,True,Novxanı,Bakı
5877292,252000,AZN,2,92.0,19,True,Nəriman Nərimanov,Bakı
6457490,70000,AZN,2,58.0,,True,Masazır,Bakı
6449777,161690,AZN,3,87.4,2,False,Biləcəri,Bakı
6425579,310000,AZN,3,90.0,7,True,Həzi Aslanov,Bakı
5534371,200634,AZN,1,56.2,9,False,Sea Breeze,Bakı
6097066,315000,AZN,4,185.0,14,False,Əhmədli,Bakı
6252631,198000,AZN,3,75.0,5,True,Həzi Aslanov,Bakı
6296623,115000,AZN,,57.5,,False,Sahil,Bakı
6413626,245000,AZN,3,77.0,3,True,Bakıxanov,Bakı
6430086,890000,AZN,6,340.0,,True,Badamdar,Bakı
