id,price,currency,rooms,area,floor,hasRepair,location,city,price_per_m2
6471952,190000,AZN,4,90.0,,True,Novxanı,Bakı,2111.11
4362132,686443,AZN,3,103.9,8.0,True,Ağ şəhər,Bakı,6606.77
4586280,661063,AZN,3,104.3,7.0,True,Ağ şəhər,Bakı,6338.09
6478273,175000,AZN,3,68.0,6.0,True,Yeni Günəşli,Bakı,2573.53
5516767,394944,AZN,2,70.4,7.0,False,Sea Breeze,Bakı,5610.0
6361615,160000,AZN,3,76.0,4.0,True,Bakıxanov,Bakı,2105.26
6478926,420000,AZN,4,118.0,,True,Mərdəkan,Bakı,3559.32
6426179,490000,AZN,7,170.0,,False,Nardaran,Bakı,2882.35
6471134,427000,AZN,3,106.7,2.0,True,Bakmil,Bakı,4001.87
6125777,330000,AZN,3,133.0,11.0,True,Sabunçu,Bakı,2481.2
5801307,268000,AZN,4,160.0,,True,Şüvəlan,Bakı,1675.0
6385898,565000,AZN,3,157.0,14.0,False,Ağ şəhər,Bakı,3598.73
6468078,190000,AZN,3,85.0,5.0,True,Əhmədli,Bakı,2235.29
5514370,465335,AZN,2,74.0,3.0,True,Sea Breeze,Bakı,6288.31
6400972,530000,AZN,4,200.0,11.0,True,28 May,Bakı,2650.0
6481513,285000,AZN,4,140.0,,True,Şüvəlan,Bakı,2035.71
6318991,460377,AZN,3,106.2,9.0,False,Nardaran,Bakı,4335.0
5697512,465000,AZN,3,120.0,17.0,True,Şah İsmayıl Xətai,Bakı,3875.0
6419114,230000,AZN,3,105.0,15.0,True,8-ci kilometr,Bakı,2190.48
6439945,124900,AZN,4,100.0,,True,Masazır,Bakı,1249.0
6440409,920000,AZN,4,220.0,16.0,False,Nəsimi,Bakı,4181.82
6476370,300000,AZN,4,148.9,13.0,False,Bakıxanov,Bakı,2014.78
6219375,215000,AZN,4,140.0,11.0,True,Bakıxanov,Bakı,1535.71
5505973,293046,AZN,2,101.4,2.0,False,Sea Breeze,Bakı,2890.0
6080553,855000,AZN,12,480.0,,True,Həzi Aslanov,Bakı,1781.25
6457018,350000,AZN,3,110.0,2.0,True,Bibiheybət,Bakı,3181.82
6201530,425000,AZN,3,129.0,12.0,False,Nərimanov,Bakı,3294.57
6147926,655000,AZN,4,198.0,6.0,True,28 May,Bakı,3308.08
5504076,467432,AZN,2,98.2,1.0,True,Sea Breeze,Bakı,4760.0
5934247,570000,AZN,6,375.6,,True,Şağan,Bakı,1517.57
6440367,740000,AZN,4,194.0,13.0,False,Nəsimi,Bakı,3814.43
6478372,397000,AZN,3,165.0,7.0,True,Nəsimi,Bakı,2406.06
6457009,179500,AZN,3,60.0,7.0,True,Memar Əcəmi,Bakı,2991.67
6349185,292000,AZN,3,69.0,2.0,True,Bakmil,Bakı,4231.88
6457922,218000,AZN,3,75.0,8.0,True,Xalqlar Dostluğu,Bakı,2906.67
6449762,369000,AZN,3,117.0,17.0,True,Nizami,Bakı,3153.85
6451963,399000,AZN,2,115.0,5.0,True,Xətai,Bakı,3469.57
5600151,424575,AZN,3,92.5,7.0,False,Sea Breeze,Bakı,4590.0
6462929,153000,AZN,2,50.0,5.0,True,İnşaatçılar,Bakı,3060.0
6454618,239000,AZN,4,148.0,,True,Mərdəkan,Bakı,1614.86
5742431,495000,AZN,3,135.0,5.0,False,Səbail,Bakı,3666.67
6459234,231200,AZN,5,136.0,1.0,False,Masazır,Bakı,1700.0
6007298,820000,AZN,4,195.0,7.0,True,28 May,Bakı,4205.13
6293273,298000,AZN,3,75.0,14.0,True,Yasamal,Bakı,3973.33
6011006,580000,AZN,4,175.0,6.0,True,8 Noyabr,Bakı,3314.29
5929571,128000,AZN,3,90.0,,True,Biləcəri,Bakı,1422.22
6473976,155000,AZN,4,133.5,,True,Qaraçuxur,Bakı,1161.05
6376359,294000,AZN,3,140.0,16.0,False,Xətai,Bakı,2100.0
5505198,386844,AZN,1,64.1,3.0,False,Sea Breeze,Bakı,6035.01
6481647,376000,AZN,3,115.0,9.0,False,Nəsimi,Bakı,3269.57
4586415,657974,AZN,3,103.8,8.0,True,Ağ şəhər,Bakı,6338.86
4585521,661685,AZN,3,104.0,8.0,True,Ağ şəhər,Bakı,6362.36
6358288,1480000,AZN,7,798.0,,True,Şüvəlan,Bakı,1854.64
6462079,134300,AZN,2,79.0,2.0,False,Masazır,Bakı,1700.0
6434081,650000,AZN,3,120.0,2.0,True,Şah İsmayıl Xətai,Bakı,5416.67
6437799,96000,AZN,2,62.0,1.0,True,Masazır,Bakı,1548.39
4451841,385917,AZN,2,96.6,7.0,False,Nardaran,Bakı,3995.0
6005770,89000,AZN,3,97.0,8.0,True,Ramana,Bakı,917.53
6478997,1799999,AZN,8,250.0,,True,Mərdəkan,Bakı,7200.0
6399404,229000,AZN,4,88.7,2.0,True,Əhmədli,Bakı,2581.74
6412492,258000,AZN,3,116.0,15.0,True,İnşaatçılar,Bakı,2224.14
6430327,288000,AZN,3,110.0,7.0,True,Əhmədli,Bakı,2618.18
6448882,315000,AZN,2,74.0,2.0,True,Sea Breeze,Bakı,4256.76
6448840,375000,AZN,2,74.0,4.0,True,Sea Breeze,Bakı,5067.57
6448858,229500,AZN,1,57.0,6.0,True,Sea Breeze,Bakı,4026.32
4207198,261361,AZN,2,84.31,7.0,False,Nərimanov,Bakı,3100.0
3740516,331040,AZN,2,103.45,10.0,False,Nərimanov,Bakı,3200.0
3740353,379254,AZN,3,122.34,6.0,False,Nərimanov,Bakı,3100.0
4360693,331040,AZN,3,103.45,11.0,False,Nərimanov,Bakı,3200.0
5909404,210000,AZN,1,57.0,2.0,False,Sea Breeze,Bakı,3684.21
6454273,73000,AZN,2,80.2,18.0,False,Yasamal,Bakı,910.22
6346006,410000,AZN,4,180.0,12.0,True,Həzi Aslanov,Bakı,2277.78
6456906,410000,AZN,3,143.0,5.0,True,Nəsimi,Bakı,2867.13
6309565,1080000,AZN,4,176.7,7.0,False,Ağ şəhər,Bakı,6112.05
6470025,155000,AZN,3,129.0,7.0,False,Lökbatan,Bakı,1201.55
6316749,188000,AZN,3,60.0,1.0,True,Memar Əcəmi,Bakı,3133.33
6448815,210000,AZN,1,60.0,3.0,True,Nardaran,Bakı,3500.0
6097835,293900,AZN,3,48.0,3.0,True,Sahil,Bakı,6122.92
6419384,917600,AZN,4,248.0,13.0,False,Nəsimi,Bakı,3700.0
6374947,1150000,AZN,4,258.0,12.0,False,Bayıl,Bakı,4457.36
6387453,156000,AZN,2,55.0,4.0,True,20 Yanvar,Bakı,2836.36
6405106,283560,AZN,2,69.5,8.0,False,Nardaran,Bakı,4080.0
6437297,270000,AZN,3,90.0,14.0,True,Şah İsmayıl Xətai,Bakı,3000.0
6299486,190513,AZN,2,40.9,9.0,False,Nardaran,Bakı,4658.02
6473254,159000,AZN,2,60.0,4.0,True,Yeni Günəşli,Bakı,2650.0
6467029,79500,AZN,1,30.0,4.0,True,Buzovna,Bakı,2650.0
6286872,200000,AZN,5,160.0,,True,Yeni Günəşli,Bakı,1250.0
6417678,290000,AZN,3,70.0,16.0,True,Nəriman Nərimanov,Bakı,4142.86
6299431,231608,AZN,1,52.4,7.0,False,Nardaran,Bakı,4420.0
6481456,173500,AZN,4,100.0,1.0,True,Əhmədli,Bakı,1735.0
6392222,233000,AZN,2,60.0,3.0,True,Elmlər Akademiyası,Bakı,3883.33
6428728,300000,AZN,3,96.0,15.0,True,20 Yanvar,Bakı,3125.0
6460654,313000,AZN,3,131.0,10.0,True,Nəsimi,Bakı,2389.31
6369753,265000,AZN,3,101.0,1.0,True,İnşaatçılar,Bakı,2623.76
6219925,161288,AZN,1,34.5,1.0,True,Nardaran,Bakı,4675.01
6370874,169000,AZN,2,80.0,1.0,True,İnşaatçılar,Bakı,2112.5
6349070,239000,AZN,2,94.0,10.0,True,20 Yanvar,Bakı,2542.55
6330852,223958,AZN,1,37.6,5.0,True,Nardaran,Bakı,5956.33
6426360,280000,AZN,2,69.0,3.0,False,Sea Breeze,Bakı,4057.97
6465893,128000,AZN,1,30.0,4.0,True,Sea Breeze,Bakı,4266.67
6220943,453700,AZN,2,69.3,12.0,False,Nardaran,Bakı,6546.9
6472938,379500,AZN,4,175.0,5.0,True,Memar Əcəmi,Bakı,2168.57
6472784,325000,AZN,3,110.0,11.0,False,Azadlıq Prospekti,Bakı,2954.55
6481266,315000,AZN,4,110.0,4.0,True,Səbail,Bakı,2863.64
6234202,650643,AZN,2,90.9,11.0,True,Nardaran,Bakı,7157.79
6467280,145000,AZN,3,67.0,7.0,True,Hövsan,Bakı,2164.18
6478451,145000,AZN,2,67.0,6.0,True,Saray,Bakı,2164.18
6034487,291312,AZN,2,61.2,25.0,False,Nardaran,Bakı,4760.0
6484346,127000,AZN,4,140.0,,True,Binə,Bakı,907.14
6379958,62000,AZN,3,60.0,,True,Hökməli,Bakı,1033.33
5870639,330000,AZN,3,93.0,14.0,True,İnşaatçılar,Bakı,3548.39
6287857,2975000,AZN,8,510.0,,True,Gənclik,Bakı,5833.33
3760528,247500,AZN,1,55.0,15.0,True,Nəsimi,Bakı,4500.0
5805433,431340,AZN,3,102.7,11.0,True,Nəsimi,Bakı,4200.0
6102920,298000,AZN,4,103.0,4.0,True,Nəriman Nərimanov,Bakı,2893.2
6304815,268000,AZN,2,84.0,8.0,True,Nəriman Nərimanov,Bakı,3190.48
6461851,168000,AZN,3,102.0,8.0,True,Abşeron,Xırdalan,1647.06
6034177,250512,AZN,2,73.7,1.0,False,Nardaran,Bakı,3399.08
6323014,132500,AZN,2,77.8,9.0,False,Lökbatan,Bakı,1703.08
6475590,700000,AZN,5,300.0,12.0,True,İçəri Şəhər,Bakı,2333.33
6339379,324000,AZN,2,82.0,7.0,True,Dərnəgül,Bakı,3951.22
6451466,175000,AZN,3,115.0,2.0,False,Buzovna,Bakı,1521.74
6478382,198000,AZN,2,90.0,10.0,False,Biləcəri,Bakı,2200.0
5906152,1140000,AZN,2,98.0,18.0,False,Nəsimi,Bakı,11632.65
6431998,285940,AZN,1,58.0,7.0,False,Nardaran,Bakı,4930.0
6408290,213000,AZN,3,105.0,6.0,True,Əhmədli,Bakı,2028.57
5951405,378000,AZN,2,96.0,4.0,True,Bayıl,Bakı,3937.5
6481383,236000,AZN,3,85.0,3.0,True,Nəriman Nərimanov,Bakı,2776.47
5670536,547613,AZN,2,85.9,2.0,True,Nardaran,Bakı,6375.01
6214597,280000,AZN,3,125.0,12.0,True,Badamdar,Bakı,2240.0
6473615,117000,AZN,2,60.0,3.0,False,İnşaatçılar,Bakı,1950.0
6432955,130000,AZN,2,35.0,2.0,True,28 May,Bakı,3714.29
5663441,219555,AZN,1,41.0,2.0,False,Nardaran,Bakı,5355.0
6221479,98000,AZN,3,100.0,,True,Kürdəxanı,Bakı,980.0
5516597,557878,AZN,4,210.5,6.0,False,Koroğlu,Bakı,2650.25
5519918,197315,AZN,1,58.9,14.0,False,Koroğlu,Bakı,3350.0
6216837,428782,AZN,3,145.0,14.0,False,Koroğlu,Bakı,2957.12
6213147,578930,AZN,4,210.0,13.0,False,Koroğlu,Bakı,2756.81
5657189,229322,AZN,1,52.9,3.0,False,Nardaran,Bakı,4335.01
5517040,406980,AZN,3,145.3,4.0,False,Koroğlu,Bakı,2800.96
4387445,656180,AZN,4,187.48,14.0,False,28 May,Bakı,3500.0
4984526,388480,AZN,3,121.4,14.0,False,28 May,Bakı,3200.0
4387430,472150,AZN,3,134.9,13.0,False,28 May,Bakı,3500.0
4387394,381045,AZN,3,108.87,13.0,False,28 May,Bakı,3500.0
5880278,708000,AZN,4,236.0,7.0,False,28 May,Bakı,3000.0
5730631,521400,AZN,3,173.8,5.0,False,28 May,Bakı,3000.0
6212855,568404,AZN,4,210.0,9.0,False,Koroğlu,Bakı,2706.69
6212874,578930,AZN,4,210.0,10.0,False,Koroğlu,Bakı,2756.81
5771556,400000,AZN,3,135.0,11.0,False,Şah İsmayıl Xətai,Bakı,2962.96
6425529,162000,AZN,2,60.0,16.0,True,Memar Əcəmi,Bakı,2700.0
5724754,205264,AZN,1,47.4,1.0,True,Nardaran,Bakı,4330.46
6234031,354984,AZN,3,127.0,4.0,False,Koroğlu,Bakı,2795.15
6477935,598000,AZN,4,290.0,17.0,True,İnşaatçılar,Bakı,2062.07
6139670,428782,AZN,3,145.3,15.0,False,Koroğlu,Bakı,2951.01
6476011,165000,AZN,1,45.0,5.0,True,Gənclik,Bakı,3666.67
6212827,568404,AZN,4,210.0,8.0,False,Koroğlu,Bakı,2706.69
5443920,308448,AZN,2,100.8,6.0,False,Sea Breeze,Bakı,3060.0
6451497,344640,AZN,3,107.7,9.0,False,Azadlıq Prospekti,Bakı,3200.0
6398944,289000,AZN,3,88.0,12.0,True,Həzi Aslanov,Bakı,3284.09
5443739,290955,AZN,2,81.5,9.0,False,Sea Breeze,Bakı,3570.0
6267006,375000,AZN,2,68.0,10.0,True,Şah İsmayıl Xətai,Bakı,5514.71
5516616,259080,AZN,1,50.8,3.0,False,Sea Breeze,Bakı,5100.0
6325381,159500,AZN,6,240.0,,True,Kürdəxanı,Bakı,664.58
5514453,639520,AZN,2,129.8,5.0,False,Sea Breeze,Bakı,4926.96
5717428,344640,AZN,3,107.7,8.0,False,Azadlıq Prospekti,Bakı,3200.0
6147822,333870,AZN,3,107.7,5.0,False,Azadlıq Prospekti,Bakı,3100.0
6148461,341000,AZN,3,110.0,3.0,False,Azadlıq Prospekti,Bakı,3100.0
6202455,341000,AZN,3,110.0,6.0,False,Azadlıq Prospekti,Bakı,3100.0
6426070,540000,AZN,3,159.0,12.0,True,8 Noyabr,Bakı,3396.23
6419961,580000,AZN,7,450.0,,True,Badamdar,Bakı,1288.89
5721965,63000,AZN,4,108.0,,True,Novxanı,Bakı,583.33
6311887,420000,AZN,4,145.0,3.0,True,İçəri Şəhər,Bakı,2896.55
6082899,322000,AZN,3,100.0,12.0,True,Elmlər Akademiyası,Bakı,3220.0
6445134,130000,AZN,2,60.0,2.0,False,Köhnə Günəşli,Bakı,2166.67
6474015,117000,AZN,3,138.0,,True,Hövsan,Bakı,847.83
5404076,355000,AZN,3,110.0,14.0,True,Nizami,Bakı,3227.27
6321635,387000,AZN,2,85.0,9.0,True,Şah İsmayıl Xətai,Bakı,4552.94
6463148,146000,AZN,4,81.7,5.0,True,Buzovna,Bakı,1787.03
6481111,255000,AZN,2,78.0,10.0,True,Nəsimi,Bakı,3269.23
6414716,429000,AZN,3,106.0,13.0,True,Nəriman Nərimanov,Bakı,4047.17
6318995,476339,AZN,4,134.1,3.0,False,Nardaran,Bakı,3552.12
6395966,120000,AZN,3,68.0,2.0,True,Masazır,Bakı,1764.71
6059886,450000,AZN,4,184.0,14.0,False,Nəriman Nərimanov,Bakı,2445.65
5642771,142560,AZN,4,105.6,7.0,False,Məmmədli,Bakı,1350.0
6223302,755000,AZN,4,185.0,5.0,True,Elmlər Akademiyası,Bakı,4081.08
6157412,877000,AZN,5,320.0,,True,Bilgəh,Bakı,2740.62
4967505,244755,AZN,3,90.6,6.0,False,Dərnəgül,Bakı,2701.49
4965966,229880,AZN,2,82.1,8.0,False,Dərnəgül,Bakı,2800.0
4967529,282750,AZN,3,113.1,4.0,False,Dərnəgül,Bakı,2500.0
6297859,295000,AZN,3,134.0,10.0,True,Əhmədli,Bakı,2201.49
5047064,909500,AZN,5,267.5,11.0,False,Nizami,Bakı,3400.0
5873323,2539300,AZN,5,379.0,7.0,False,Bayıl,Bakı,6700.0
6358629,282278,AZN,2,64.0,4.0,False,Sea Breeze,Bakı,4410.59
6307508,230000,AZN,4,130.0,,True,Şüvəlan,Bakı,1769.23
6284004,285000,AZN,4,155.0,,True,Şüvəlan,Bakı,1838.71
5646814,1132380,AZN,4,251.6,4.0,True,Şah İsmayıl Xətai,Bakı,4500.72
