id,price,currency,rooms,area,floor,floors,hasRepair,isVipped,isFeatured,location,city,price_per_m2
5981356,399000,AZN,4,170.0,7,18,True,False,False,İnşaatçılar,Bakı,2347.06
6440367,740000,AZN,4,194.0,13,18,False,True,True,Nəsimi,Bakı,3814.43
6353622,287000,AZN,2,67.0,4,16,True,True,False,Nərimanov,Bakı,4283.58
6425233,215000,AZN,2,69.3,14,18,True,False,False,Əhmədli,Bakı,3102.45
6287038,225000,AZN,3,93.0,7,16,True,False,False,Həzi Aslanov,Bakı,2419.35
6409286,115000,AZN,3,70.0,9,11,True,False,False,Abşeron,Xırdalan,1642.86
6486022,435000,AZN,3,115.0,16,17,True,False,False,Şah İsmayıl Xətai,Bakı,3782.61
6493613,170000,AZN,3,75.0,4,5,True,False,False,Memar Əcəmi,Bakı,2266.67
6432078,460000,AZN,3,147.0,4,14,True,False,False,Nizami,Bakı,3129.25
6493615,157000,AZN,3,80.0,1,9,True,False,False,Həzi Aslanov,Bakı,1962.5
6493614,227500,AZN,3,104.0,7,12,True,False,False,Xətai,Bakı,2187.5
6492896,228000,AZN,3,95.0,5,17,True,False,False,Səbail,Bakı,2400.0
6493612,175000,AZN,3,86.0,3,9,True,False,False,Həzi Aslanov,Bakı,2034.88
6491892,200000,AZN,2,78.0,14,17,True,False,False,Bayıl,Bakı,2564.1
6235988,85000,AZN,2,83.0,6,6,True,False,False,Masazır,Bakı,1024.1
6232487,338000,AZN,4,160.0,3,15,True,False,False,Qara Qarayev,Bakı,2112.5
6492920,370000,AZN,3,180.0,9,11,True,False,False,İnşaatçılar,Bakı,2055.56
5804443,218000,AZN,2,63.0,5,16,True,False,False,Qara Qarayev,Bakı,3460.32
6478322,187000,AZN,2,65.0,8,17,True,False,False,Həzi Aslanov,Bakı,2876.92
6395300,415000,AZN,3,156.0,4,16,True,False,False,Elmlər Akademiyası,Bakı,2660.26
6349185,292000,AZN,3,69.0,2,18,True,True,True,Bakmil,Bakı,4231.88
6457009,179500,AZN,3,60.0,7,9,True,True,True,Memar Əcəmi,Bakı,2991.67
6196188,345000,AZN,3,138.0,2,12,True,True,False,Memar Əcəmi,Bakı,2500.0
6323870,148000,AZN,3,69.8,2,14,False,False,False,Bakıxanov,Bakı,2120.34
6046196,225000,AZN,4,80.0,6,9,True,True,False,Həzi Aslanov,Bakı,2812.5
6230171,176900,AZN,2,50.0,4,5,True,True,False,Nəriman Nərimanov,Bakı,3538.0
5933625,309000,AZN,4,163.3,5,8,False,True,False,Bakıxanov,Bakı,1892.22
5967977,630000,AZN,4,178.0,12,18,False,True,False,Bayıl,Bakı,3539.33
6486717,158000,AZN,2,65.0,2,5,True,False,False,Bakıxanov,Bakı,2430.77
6480198,148000,AZN,2,45.0,1,5,True,True,True,Neftçilər,Bakı,3288.89
6489126,115000,AZN,1,35.0,1,5,True,False,False,Bakıxanov,Bakı,3285.71
6451698,379000,AZN,3,107.0,6,14,True,True,False,8 Noyabr,Bakı,3542.06
6493603,550000,AZN,4,150.0,7,17,True,False,False,Nəriman Nərimanov,Bakı,3666.67
6493604,179000,AZN,3,70.0,3,9,True,False,False,Köhnə Günəşli,Bakı,2557.14
5228272,663000,AZN,4,166.0,5,7,False,False,False,Ağ şəhər,Bakı,3993.98
6451555,425000,AZN,4,130.0,12,14,True,True,False,8 Noyabr,Bakı,3269.23
6111907,153000,AZN,2,52.0,3,5,True,True,False,Badamdar,Bakı,2942.31
6153068,249000,AZN,3,85.0,16,19,True,False,False,20 Yanvar,Bakı,2929.41
6358913,219000,AZN,3,147.0,10,12,False,False,False,Əhmədli,Bakı,1489.8
6493598,230000,AZN,2,60.0,2,3,True,False,False,Nizami,Bakı,3833.33
6457922,218000,AZN,3,75.0,8,9,True,True,True,Xalqlar Dostluğu,Bakı,2906.67
6484076,135500,AZN,2,30.0,3,5,True,False,False,Memar Əcəmi,Bakı,4516.67
6483353,225000,AZN,1,42.0,2,4,True,False,False,Nardaran,Bakı,5357.14
6398187,335000,AZN,3,110.0,15,17,True,True,True,28 May,Bakı,3045.45
6439916,64000,AZN,1,18.0,1,2,True,False,False,28 May,Bakı,3555.56
6493594,450000,AZN,3,136.0,16,16,True,False,False,Koroğlu,Bakı,3308.82
6466349,163000,AZN,2,60.0,8,9,True,False,False,Əhmədli,Bakı,2716.67
6484114,382000,AZN,3,131.0,9,16,True,False,False,Memar Əcəmi,Bakı,2916.03
6449762,369000,AZN,3,117.0,17,18,True,True,True,Nizami,Bakı,3153.85
6441727,185000,AZN,3,90.0,3,5,True,False,False,Qaraçuxur,Bakı,2055.56
6365796,475000,AZN,4,170.0,15,17,True,False,False,Şah İsmayıl Xətai,Bakı,2794.12
6442482,258000,AZN,2,90.0,16,17,True,False,False,Həzi Aslanov,Bakı,2866.67
6479499,210000,AZN,2,65.0,14,16,True,False,False,Həzi Aslanov,Bakı,3230.77
6385246,126000,AZN,2,61.0,3,9,True,False,False,Abşeron,Xırdalan,2065.57
6367329,240000,AZN,2,90.0,3,16,True,False,False,8-ci kilometr,Bakı,2666.67
6436663,160000,AZN,2,50.0,3,5,True,True,False,Memar Əcəmi,Bakı,3200.0
6486999,110000,AZN,2,66.0,10,12,False,True,False,Suraxanı,Bakı,1666.67
6034415,249000,AZN,3,80.0,8,16,True,False,False,Həzi Aslanov,Bakı,3112.5
6462929,153000,AZN,2,50.0,5,5,True,True,True,İnşaatçılar,Bakı,3060.0
6484470,375000,AZN,3,130.0,10,20,True,False,False,Nəsimi,Bakı,2884.62
6493590,125000,AZN,2,55.0,2,5,True,False,False,Memar Əcəmi,Bakı,2272.73
6451455,169000,AZN,2,64.7,11,18,True,False,False,Neftçilər,Bakı,2612.06
6482069,267000,AZN,3,94.0,7,17,True,False,False,Neftçilər,Bakı,2840.43
6439733,187000,AZN,2,78.0,5,16,False,False,False,Qara Qarayev,Bakı,2397.44
6373248,185000,AZN,2,54.0,4,14,True,False,False,Neftçilər,Bakı,3425.93
6361752,185000,AZN,2,45.7,6,17,True,False,False,Qara Qarayev,Bakı,4048.14
6351287,249000,AZN,2,88.0,9,17,True,False,False,Qara Qarayev,Bakı,2829.55
6432574,192000,AZN,2,65.0,4,9,True,False,False,Azadlıq Prospekti,Bakı,2953.85
6430046,380000,AZN,3,115.0,1,7,False,False,False,Nardaran,Bakı,3304.35
6493588,155000,AZN,2,50.0,8,10,True,False,False,Gənclik,Bakı,3100.0
6493589,185000,AZN,3,100.0,4,9,True,False,False,Həzi Aslanov,Bakı,1850.0
6114755,234000,AZN,3,98.0,5,17,True,False,False,Avtovağzal,Bakı,2387.76
6427060,620000,AZN,5,205.0,13,16,True,False,False,Şah İsmayıl Xətai,Bakı,3024.39
6490108,141000,AZN,2,61.0,3,5,True,False,False,Memar Əcəmi,Bakı,2311.48
6219696,246000,AZN,2,65.2,6,20,True,True,False,Şah İsmayıl Xətai,Bakı,3773.01
6444484,470000,AZN,4,170.0,15,17,True,False,False,Şah İsmayıl Xətai,Bakı,2764.71
6467366,318000,AZN,3,74.0,5,12,True,True,False,Elmlər Akademiyası,Bakı,4297.3
6379460,430000,AZN,3,137.0,10,16,True,False,False,Şah İsmayıl Xətai,Bakı,3138.69
6487282,145000,AZN,2,50.0,14,16,True,False,False,Avtovağzal,Bakı,2900.0
6455893,250000,AZN,3,85.0,5,9,True,False,False,Nəsimi,Bakı,2941.18
6213141,249000,AZN,2,61.0,4,14,True,True,False,Nərimanov,Bakı,4081.97
5742431,495000,AZN,3,135.0,5,12,False,True,True,Səbail,Bakı,3666.67
6453225,395000,AZN,3,110.0,17,19,True,True,False,Nəriman Nərimanov,Bakı,3590.91
6468065,950000,AZN,4,185.0,5,17,True,True,False,Şah İsmayıl Xətai,Bakı,5135.14
6457560,219000,AZN,2,60.0,13,17,True,False,False,Koroğlu,Bakı,3650.0
6431080,235000,AZN,2,65.0,5,5,True,False,False,Elmlər Akademiyası,Bakı,3615.38
6464907,138000,AZN,2,45.0,4,9,True,False,False,Həzi Aslanov,Bakı,3066.67
6300091,238000,AZN,2,65.0,11,19,True,True,False,8-ci mikrorayon,Bakı,3661.54
6349610,266000,AZN,2,85.6,5,17,False,True,False,Dərnəgül,Bakı,3107.48
6476312,185000,AZN,2,60.0,2,5,True,False,False,Elmlər Akademiyası,Bakı,3083.33
6442527,139000,AZN,2,37.0,2,5,True,False,False,Elmlər Akademiyası,Bakı,3756.76
5773943,279000,AZN,5,110.0,3,5,True,False,False,Xalqlar Dostluğu,Bakı,2536.36
6493580,240000,AZN,2,102.0,6,17,True,False,False,Bayıl,Bakı,2352.94
6445971,340000,AZN,2,102.0,4,20,True,False,False,Şah İsmayıl Xətai,Bakı,3333.33
6493352,297000,AZN,3,90.0,5,6,True,True,False,Sahil,Bakı,3300.0
6453352,153000,AZN,2,65.0,5,9,True,False,False,8-ci kilometr,Bakı,2353.85
6342510,129500,AZN,2,55.0,3,9,True,True,False,Bakıxanov,Bakı,2354.55
6459234,231200,AZN,5,136.0,1,3,False,True,True,Masazır,Bakı,1700.0
6360370,455000,AZN,4,187.0,10,17,True,True,False,Elmlər Akademiyası,Bakı,2433.16
6493575,173000,AZN,2,45.0,7,11,True,False,False,Nərimanov,Bakı,3844.44
6493576,410000,AZN,3,140.0,10,17,True,False,False,Nəsimi,Bakı,2928.57
6443025,124000,AZN,1,32.0,5,5,True,True,False,Elmlər Akademiyası,Bakı,3875.0
5986384,664000,AZN,4,166.0,4,8,False,False,False,Ağ şəhər,Bakı,4000.0
6423687,369000,AZN,5,220.0,7,12,True,True,False,Elmlər Akademiyası,Bakı,1677.27
6493574,133000,AZN,2,40.0,5,5,True,False,False,İnşaatçılar,Bakı,3325.0
6493571,460000,AZN,3,130.0,10,15,True,False,False,Gənclik,Bakı,3538.46
6053622,530000,AZN,4,185.0,11,23,False,True,False,Şah İsmayıl Xətai,Bakı,2864.86
6493570,218000,AZN,3,90.0,10,16,True,False,False,Həzi Aslanov,Bakı,2422.22
6493569,147500,AZN,1,40.0,6,9,True,False,False,Azadlıq Prospekti,Bakı,3687.5
6447561,300000,AZN,2,100.0,9,16,True,True,False,Şah İsmayıl Xətai,Bakı,3000.0
6197592,255000,AZN,2,87.0,6,16,True,True,False,28 May,Bakı,2931.03
6409080,418000,AZN,3,137.0,9,16,True,True,False,Şah İsmayıl Xətai,Bakı,3051.09
6493564,168000,AZN,2,45.6,9,9,True,False,False,Yasamal,Bakı,3684.21
6379663,165000,AZN,3,100.0,8,8,True,False,False,Masazır,Bakı,1650.0
6493538,275000,AZN,2,100.0,12,17,True,False,False,İnşaatçılar,Bakı,2750.0
6452706,285000,AZN,3,91.0,5,15,True,False,False,Həzi Aslanov,Bakı,3131.87
6493563,258000,AZN,3,82.0,11,17,True,False,False,Nəsimi,Bakı,3146.34
6106691,250000,AZN,2,105.0,3,16,True,True,False,Neftçilər,Bakı,2380.95
6465898,279000,AZN,4,138.0,7,16,True,False,False,Yeni Yasamal,Bakı,2021.74
5599928,227000,AZN,2,95.2,4,9,False,True,False,Nardaran,Bakı,2384.45
6415712,230000,AZN,4,100.0,2,9,True,False,False,Əhmədli,Bakı,2300.0
6174097,220000,AZN,2,54.0,7,14,True,False,False,28 May,Bakı,4074.07
6493558,125000,AZN,2,59.0,10,10,True,False,False,Hövsan,Bakı,2118.64
6493560,550000,AZN,5,220.0,6,7,True,False,False,Nizami,Bakı,2500.0
6425282,635000,AZN,4,220.0,13,18,True,False,False,28 May,Bakı,2886.36
6265402,3000000,AZN,7,470.0,4,4,True,False,False,Sahil,Bakı,6382.98
6493554,119000,AZN,2,58.0,11,13,True,False,False,Abşeron,Xırdalan,2051.72
6493555,420000,AZN,3,120.0,6,17,True,False,False,Nəriman Nərimanov,Bakı,3500.0
6464418,180000,AZN,3,75.0,5,5,True,False,False,Gənclik,Bakı,2400.0
6386152,192000,AZN,2,70.0,6,10,True,True,True,Həzi Aslanov,Bakı,2742.86
5859026,418000,AZN,3,115.0,8,16,True,False,False,Nizami,Bakı,3634.78
6492620,220000,AZN,3,78.0,4,5,True,False,False,Yasamal,Bakı,2820.51
6004144,240000,AZN,2,66.2,14,20,True,True,False,Şah İsmayıl Xətai,Bakı,3625.38
6388652,650000,AZN,3,168.0,14,19,True,False,False,Nizami,Bakı,3869.05
6493546,142000,AZN,2,60.0,4,9,True,False,False,Əhmədli,Bakı,2366.67
6493549,275000,AZN,5,119.0,5,9,True,False,False,Azadlıq Prospekti,Bakı,2310.92
6135398,700000,AZN,5,255.0,9,16,True,True,False,İnşaatçılar,Bakı,2745.1
6361294,215000,AZN,3,91.0,2,17,True,False,False,Həzi Aslanov,Bakı,2362.64
5870160,410000,AZN,3,140.0,8,18,True,True,True,Elmlər Akademiyası,Bakı,2928.57
6068591,239000,AZN,2,95.0,4,20,True,False,False,Xətai,Bakı,2515.79
6012229,220000,AZN,2,54.0,7,14,True,True,False,28 May,Bakı,4074.07
6280111,148000,AZN,3,85.0,8,9,True,False,False,Əhmədli,Bakı,1741.18
6294383,379000,AZN,3,107.0,6,14,True,True,False,8 Noyabr,Bakı,3542.06
6201250,265000,AZN,4,139.2,5,14,False,True,False,M.Ə.Rəsulzadə,Bakı,1903.74
6356147,127000,AZN,3,70.0,2,5,True,False,False,Lökbatan,Bakı,1814.29
6479901,165000,AZN,2,70.0,4,17,True,True,True,Yeni Yasamal,Bakı,2357.14
6459118,145000,AZN,2,55.0,4,5,True,True,False,8 Noyabr,Bakı,2636.36
6475440,500000,AZN,3,145.0,6,14,True,False,False,28 May,Bakı,3448.28
6489754,199000,AZN,2,59.0,17,19,True,True,True,Nəriman Nərimanov,Bakı,3372.88
6473744,165000,AZN,2,61.0,14,18,True,False,False,Həzi Aslanov,Bakı,2704.92
6481647,376000,AZN,3,115.0,9,15,False,True,True,Nəsimi,Bakı,3269.57
6451935,385000,AZN,3,145.0,6,18,True,True,False,İnşaatçılar,Bakı,2655.17
6449330,205000,AZN,2,57.0,10,18,True,False,False,8 Noyabr,Bakı,3596.49
6307317,142000,AZN,2,60.0,1,5,True,False,False,Memar Əcəmi,Bakı,2366.67
6226097,425000,AZN,4,130.0,12,14,True,True,False,8 Noyabr,Bakı,3269.23
5671660,255000,AZN,4,110.0,5,9,True,True,False,Bakıxanov,Bakı,2318.18
6472195,132000,AZN,3,80.0,2,9,True,True,False,Hövsan,Bakı,1650.0
6312830,259000,AZN,2,55.0,7,17,True,True,False,Elmlər Akademiyası,Bakı,4709.09
6487110,175000,AZN,3,70.0,4,9,True,True,False,Əhmədli,Bakı,2500.0
6225046,265000,AZN,3,138.0,18,20,True,False,False,20 Yanvar,Bakı,1920.29
4784485,155000,AZN,1,40.0,10,16,False,False,False,Qara Qarayev,Bakı,3875.0
5772795,380000,AZN,3,120.0,6,12,False,True,False,Nərimanov,Bakı,3166.67
6443646,310000,AZN,5,120.0,5,9,True,False,False,Azadlıq Prospekti,Bakı,2583.33
6258801,620000,AZN,4,230.0,8,18,False,True,False,28 May,Bakı,2695.65
4586415,657974,AZN,3,103.8,8,8,True,True,True,Ağ şəhər,Bakı,6338.86
4585521,661685,AZN,3,104.0,8,8,True,True,True,Ağ şəhər,Bakı,6362.36
6493539,542000,AZN,4,172.0,12,17,True,False,False,Nizami,Bakı,3151.16
6212323,205000,AZN,2,69.0,10,18,False,False,False,Qara Qarayev,Bakı,2971.01
5903023,920000,AZN,4,165.0,11,17,True,False,False,Elmlər Akademiyası,Bakı,5575.76
6388591,155000,AZN,2,55.0,2,16,True,False,False,Gənclik,Bakı,2818.18
6482244,210000,AZN,2,65.0,14,16,True,False,False,Həzi Aslanov,Bakı,3230.77
6325712,152000,AZN,3,63.0,1,13,True,False,False,Həzi Aslanov,Bakı,2412.7
6368241,430000,AZN,3,162.0,7,20,True,False,False,Nəriman Nərimanov,Bakı,2654.32
6493536,239715,AZN,3,76.1,15,18,True,False,False,İnşaatçılar,Bakı,3150.0
6487042,163000,AZN,3,85.0,8,9,True,True,False,Həzi Aslanov,Bakı,1917.65
6409196,145000,AZN,3,55.0,3,5,True,False,False,Memar Əcəmi,Bakı,2636.36
6493535,132000,AZN,2,60.0,8,9,True,False,False,Əhmədli,Bakı,2200.0
6470620,270000,AZN,3,107.0,2,17,True,False,False,20 Yanvar,Bakı,2523.36
6470950,91500,AZN,2,56.8,2,7,True,True,False,Masazır,Bakı,1610.92
6493532,136000,AZN,2,70.0,1,5,True,False,False,Memar Əcəmi,Bakı,1942.86
6337104,215000,AZN,3,95.0,5,5,True,False,False,8 Noyabr,Bakı,2263.16
6402966,222000,AZN,3,75.0,4,5,True,False,False,Elmlər Akademiyası,Bakı,2960.0
6426814,105000,AZN,2,68.0,3,8,True,True,False,Masazır,Bakı,1544.12
6477426,480000,AZN,4,172.8,3,16,True,False,False,Koroğlu,Bakı,2777.78
6493529,355000,AZN,3,145.0,8,16,True,False,False,İnşaatçılar,Bakı,2448.28
6493528,275000,AZN,2,100.0,9,13,True,False,False,Qara Qarayev,Bakı,2750.0
6073340,390000,AZN,3,110.0,2,3,True,True,False,Sahil,Bakı,3545.45
5669167,1100000,AZN,4,270.0,5,23,True,False,False,Şah İsmayıl Xətai,Bakı,4074.07
6493527,209000,AZN,2,65.0,7,20,True,False,False,Nəsimi,Bakı,3215.38
6462079,134300,AZN,2,79.0,2,3,False,True,True,Masazır,Bakı,1700.0
6472282,495000,AZN,3,136.6,9,16,True,False,False,Koroğlu,Bakı,3623.72
6489014,148000,AZN,3,65.0,3,5,True,False,False,Həzi Aslanov,Bakı,2276.92
6006653,185000,AZN,3,80.0,11,15,True,False,False,Yeni Günəşli,Bakı,2312.5
6493523,340000,AZN,3,101.0,18,21,True,False,False,28 May,Bakı,3366.34
6472655,405000,AZN,3,146.4,6,16,False,False,False,Koroğlu,Bakı,2766.39
6493481,110000,AZN,1,40.1,1,9,False,True,False,Nardaran,Bakı,2743.14
6329798,147000,AZN,2,55.0,5,5,True,True,True,Neftçilər,Bakı,2672.73
6485227,414000,AZN,3,145.4,12,17,False,False,False,Koroğlu,Bakı,2847.32
5990771,1480000,AZN,4,230.0,12,15,True,False,False,Bayıl,Bakı,6434.78
6434081,650000,AZN,3,120.0,2,7,True,True,True,Şah İsmayıl Xətai,Bakı,5416.67
6303330,235000,AZN,2,79.0,11,16,True,False,False,Qara Qarayev,Bakı,2974.68
5806622,430000,AZN,3,105.0,9,10,True,True,False,İçəri Şəhər,Bakı,4095.24
6493517,335000,AZN,4,110.0,4,5,True,False,False,28 May,Bakı,3045.45
6185086,76000,AZN,1,57.0,9,18,False,False,False,Lökbatan,Bakı,1333.33
6493519,159000,AZN,2,55.0,14,14,True,False,False,Xalqlar Dostluğu,Bakı,2890.91
6005770,89000,AZN,3,97.0,8,9,True,True,True,Ramana,Bakı,917.53
6493518,169000,AZN,3,85.0,3,5,True,False,False,Memar Əcəmi,Bakı,1988.24
6410265,216000,AZN,3,110.0,8,19,True,False,False,Əhmədli,Bakı,1963.64
6287687,550000,AZN,3,110.0,6,18,False,True,False,28 May,Bakı,5000.0
6085584,278000,AZN,3,95.0,5,15,True,False,False,Binəqədi,Bakı,2926.32
6493514,275000,AZN,3,110.0,3,9,True,False,False,Elmlər Akademiyası,Bakı,2500.0
6476595,625000,AZN,3,171.5,9,17,True,False,False,Koroğlu,Bakı,3644.31
6298880,944000,AZN,6,511.0,7,18,True,True,True,Nizami,Bakı,1847.36
6488797,259000,AZN,2,105.0,7,14,True,False,False,8-ci kilometr,Bakı,2466.67
6472290,429000,AZN,3,135.0,3,16,True,False,False,Qara Qarayev,Bakı,3177.78
6473935,143000,AZN,3,44.0,2,5,True,False,False,Memar Əcəmi,Bakı,3250.0
6493154,210000,AZN,2,65.0,14,16,True,False,False,Əhmədli,Bakı,3230.77
6098441,355000,AZN,2,85.0,14,18,True,True,False,Elmlər Akademiyası,Bakı,4176.47
6493511,129500,AZN,2,36.0,2,5,True,False,False,Memar Əcəmi,Bakı,3597.22
6493510,320000,AZN,3,122.0,6,17,True,False,False,Əhmədli,Bakı,2622.95
6245940,88000,AZN,2,60.0,1,6,True,False,False,Masazır,Bakı,1466.67
6452120,249000,AZN,3,85.0,4,5,True,False,False,8-ci mikrorayon,Bakı,2929.41
6224992,305000,AZN,2,70.0,4,17,True,False,False,Elmlər Akademiyası,Bakı,4357.14
6193491,1320000,AZN,4,220.0,4,20,False,True,False,Ağ şəhər,Bakı,6000.0
6493507,214000,AZN,3,94.0,2,20,True,False,False,Həzi Aslanov,Bakı,2276.6
6493508,232000,AZN,3,105.0,17,21,False,False,False,Həzi Aslanov,Bakı,2209.52
6399404,229000,AZN,4,88.7,2,9,True,True,True,Əhmədli,Bakı,2581.74
6394585,218000,AZN,3,85.0,12,17,True,False,False,Həzi Aslanov,Bakı,2564.71
6483257,365000,AZN,3,138.0,6,10,True,False,False,8-ci mikrorayon,Bakı,2644.93
5947195,550000,AZN,4,185.0,11,18,False,True,False,İçəri Şəhər,Bakı,2972.97
6346763,1065000,AZN,4,176.8,7,8,False,False,False,Ağ şəhər,Bakı,6023.76
6055683,181000,AZN,2,65.0,2,9,True,False,False,8-ci mikrorayon,Bakı,2784.62
6424142,145000,AZN,2,46.0,6,9,True,False,False,Gənclik,Bakı,3152.17
6493506,140000,AZN,2,48.0,4,9,True,False,False,Gənclik,Bakı,2916.67
6404484,229000,AZN,2,68.0,6,18,True,False,False,Şah İsmayıl Xətai,Bakı,3367.65
5771413,648000,AZN,4,240.0,5,18,False,True,False,Yasamal,Bakı,2700.0
6441575,305000,AZN,4,105.0,6,8,True,True,False,Nəsimi,Bakı,2904.76
6491239,165000,AZN,3,80.0,1,9,True,False,False,Köhnə Günəşli,Bakı,2062.5
6493505,350000,AZN,3,142.0,3,16,True,False,False,8-ci mikrorayon,Bakı,2464.79
5771262,694000,AZN,4,248.0,8,18,False,True,False,Yasamal,Bakı,2798.39
5947580,651000,AZN,4,217.0,14,18,False,True,False,Yasamal,Bakı,3000.0
6493504,170000,AZN,2,60.0,12,16,True,False,False,İnşaatçılar,Bakı,2833.33
6493500,685000,AZN,4,194.0,18,20,True,False,False,28 May,Bakı,3530.93
6283307,165000,AZN,2,72.0,16,17,True,False,False,Həzi Aslanov,Bakı,2291.67
5771825,450000,AZN,3,172.0,5,18,False,True,False,Yasamal,Bakı,2616.28
5458674,440000,AZN,5,200.0,15,16,False,False,False,Elmlər Akademiyası,Bakı,2200.0
6493501,218000,AZN,3,68.0,4,17,True,False,False,Dərnəgül,Bakı,3205.88
6221698,785000,AZN,4,185.0,4,17,True,True,True,Elmlər Akademiyası,Bakı,4243.24
6335982,255000,AZN,3,104.0,4,17,True,False,False,Həzi Aslanov,Bakı,2451.92
5725668,344400,AZN,3,123.0,5,18,False,True,False,Yasamal,Bakı,2800.0
5748512,351000,AZN,3,119.0,12,18,False,True,False,Yasamal,Bakı,2949.58
5947712,356500,AZN,3,115.0,14,18,False,True,False,Yasamal,Bakı,3100.0
6493497,113000,AZN,1,45.0,8,9,True,False,False,Köhnə Günəşli,Bakı,2511.11
6444550,255000,AZN,2,65.0,8,16,True,False,False,Dərnəgül,Bakı,3923.08
5725460,302100,AZN,2,106.0,7,18,False,True,False,Yasamal,Bakı,2850.0
6426283,273000,AZN,3,102.0,15,17,True,False,False,İnşaatçılar,Bakı,2676.47
6484167,239000,AZN,3,116.0,16,18,True,False,False,Həzi Aslanov,Bakı,2060.34
4781046,220000,AZN,3,90.0,1,9,True,False,False,Azadlıq Prospekti,Bakı,2444.44
6321635,387000,AZN,2,85.0,9,16,True,True,True,Şah İsmayıl Xətai,Bakı,4552.94
6485332,208000,AZN,3,75.0,4,5,True,False,False,Gənclik,Bakı,2773.33
5947489,329600,AZN,2,103.0,14,18,False,True,False,Yasamal,Bakı,3200.0
6472394,250000,AZN,4,100.0,5,5,True,False,False,Yasamal,Bakı,2500.0
6358983,385000,AZN,3,86.0,19,20,True,True,True,Nəsimi,Bakı,4476.74
6493450,229000,AZN,5,85.0,1,9,True,True,False,Əhmədli,Bakı,2694.12
6478198,150000,AZN,2,55.0,1,5,True,False,False,Neftçilər,Bakı,2727.27
6456815,164200,AZN,2,61.0,5,16,False,True,True,Yeni Yasamal,Bakı,2691.8
6412492,258000,AZN,3,116.0,15,20,True,True,True,İnşaatçılar,Bakı,2224.14
6245152,210000,AZN,2,85.0,8,17,True,False,False,Memar Əcəmi,Bakı,2470.59
6136832,304999,AZN,4,128.0,19,20,True,False,False,Neftçilər,Bakı,2382.8
5947784,222000,AZN,3,81.0,4,16,True,False,False,Əhmədli,Bakı,2740.74
6222852,275000,AZN,3,75.0,15,17,True,False,False,Nəsimi,Bakı,3666.67
6493494,205000,AZN,2,65.0,10,20,True,False,False,Nəsimi,Bakı,3153.85
6283108,350000,AZN,3,145.0,10,18,True,True,False,20 Yanvar,Bakı,2413.79
6487534,139000,AZN,2,76.0,1,5,True,False,False,Memar Əcəmi,Bakı,1828.95
6407285,115000,AZN,1,35.0,5,5,True,False,False,Elmlər Akademiyası,Bakı,3285.71
6461529,214320,AZN,2,82.0,2,16,True,True,True,Yeni Yasamal,Bakı,2613.66
6430327,288000,AZN,3,110.0,7,20,True,True,True,Əhmədli,Bakı,2618.18
6435927,225000,AZN,3,85.0,4,9,True,False,False,Memar Əcəmi,Bakı,2647.06
5639851,380000,AZN,3,137.0,6,16,True,False,False,Nəsimi,Bakı,2773.72
6297413,229000,AZN,4,115.0,9,9,True,False,False,Azadlıq Prospekti,Bakı,1991.3
6379229,265000,AZN,2,75.0,16,20,True,True,False,20 Yanvar,Bakı,3533.33
6465606,246774,AZN,2,84.0,8,16,True,True,True,Yeni Yasamal,Bakı,2937.79
6355221,410000,AZN,4,125.0,10,17,True,False,False,Nəriman Nərimanov,Bakı,3280.0
6493484,218000,AZN,3,70.0,2,5,True,False,False,İnşaatçılar,Bakı,3114.29
6281746,150000,AZN,1,45.0,3,9,True,False,False,Gənclik,Bakı,3333.33
6385134,130000,AZN,3,86.0,11,11,True,True,False,Abşeron,Xırdalan,1511.63
6457520,395000,AZN,3,105.0,18,19,True,False,False,Nəriman Nərimanov,Bakı,3761.9
6468105,319000,AZN,3,132.0,6,17,True,False,False,Əhmədli,Bakı,2416.67
6488790,285000,AZN,3,90.0,12,17,True,False,False,Bayıl,Bakı,3166.67
6266777,335000,AZN,3,96.0,14,18,False,False,False,Şah İsmayıl Xətai,Bakı,3489.58
6136263,195000,AZN,2,55.0,10,18,True,False,False,Xətai,Bakı,3545.45
6089301,319999,AZN,3,127.0,9,16,False,False,False,Qara Qarayev,Bakı,2519.68
5909236,234999,AZN,3,90.0,4,19,True,False,False,Həzi Aslanov,Bakı,2611.1
6488332,185000,AZN,3,74.0,5,5,True,False,False,İnşaatçılar,Bakı,2500.0
6483090,215000,AZN,2,60.0,8,16,True,False,False,Elmlər Akademiyası,Bakı,3583.33
6493486,155000,AZN,2,50.0,4,5,True,False,False,Nərimanov,Bakı,3100.0
6004391,248999,AZN,2,105.0,3,16,True,False,False,Qara Qarayev,Bakı,2371.42
6487476,395000,AZN,3,105.0,18,19,True,True,False,Nəriman Nərimanov,Bakı,3761.9
6455316,267780,AZN,2,90.0,3,16,True,True,True,Yeni Yasamal,Bakı,2975.33
6488241,117500,AZN,1,32.0,5,5,True,False,False,İnşaatçılar,Bakı,3671.88
5729319,179000,AZN,3,136.0,7,16,False,False,False,Xətai,Bakı,1316.18
6483321,190000,AZN,2,60.0,9,14,True,False,False,Yasamal,Bakı,3166.67
6239038,354999,AZN,4,115.0,10,16,True,False,False,Neftçilər,Bakı,3086.95
6493483,155000,AZN,2,68.0,15,20,True,False,False,İnşaatçılar,Bakı,2279.41
5777969,338000,AZN,4,155.0,6,19,True,False,False,Həzi Aslanov,Bakı,2180.65
